species,divergence,totalength.Mbp,percent.cvrg,repeat.class
Ictalurus punctatus,17,4.746574,0.457728199857127,Unknown
Ictalurus punctatus,18,4.603271,0.443909006429588,Unknown
Ictalurus punctatus,19,4.259877,0.410794360484589,Unknown
Ictalurus punctatus,20,3.920718,0.378088109926746,Unknown
Ictalurus punctatus,21,3.486938,0.336257236009258,Unknown
Ictalurus punctatus,22,3.146905,0.303466702672578,Unknown
Ictalurus punctatus,23,2.716032,0.26191616060644,Unknown
Ictalurus punctatus,24,2.338618,0.225520850890237,Unknown
Ictalurus punctatus,25,2.022788,0.195064294780319,Unknown
Ictalurus punctatus,26,1.687364,0.162718222916933,Unknown
Ictalurus punctatus,27,1.34214,0.129427103876658,Unknown
Ictalurus punctatus,28,1.098618,0.105943452998023,Unknown
Ictalurus punctatus,29,0.878234,0.084691077790702,Unknown
Ictalurus punctatus,30,0.692761,0.0668052885009742,Unknown
Ictalurus punctatus,31,0.554141,0.0534376926172494,Unknown
Ictalurus punctatus,32,0.436014,0.0420463061004643,Unknown
Ictalurus punctatus,33,0.390969,0.0377024642552588,Unknown
Ictalurus punctatus,34,0.2746,0.0264806076300016,Unknown
Ictalurus punctatus,35,0.215976,0.020827296844491,Unknown
Ictalurus punctatus,36,0.171396,0.0165282965234951,Unknown
Ictalurus punctatus,37,0.144076,0.0138937364344505,Unknown
Ictalurus punctatus,38,0.109804,0.0105887714501263,Unknown
Ictalurus punctatus,39,0.092707,0.00894004985999473,Unknown
Ictalurus punctatus,40,0.075855,0.00731495444928539,Unknown
Ictalurus punctatus,41,0.064475,0.00621754252346814,Unknown
Ictalurus punctatus,42,0.042,0.00405020218667176,Unknown
Ictalurus punctatus,43,0.020639,0.00199028864120758,Unknown
Ictalurus punctatus,44,0.010702,0.00103203009051812,Unknown
Ictalurus punctatus,45,0.007972,0.000768766948384459,Unknown
Ictalurus punctatus,46,0.005678,0.000547548762283863,Unknown
Ictalurus punctatus,47,0.003731,0.000359792960916008,Unknown
Ictalurus punctatus,48,0.003474,0.000335009580868993,Unknown
Ictalurus punctatus,49,0.001948,0.000187852234753252,Unknown
Ictalurus punctatus,50,0.000623,6.00779991022978e-05,Unknown
Ictalurus punctatus,51,0.001662,0.000160272286529725,Unknown
Ictalurus punctatus,52,0.000985,9.49868846159924e-05,Unknown
Ictalurus punctatus,53,0.001553,0.000149761047521458,Unknown
Ictalurus punctatus,54,0.001045,0.000100772887739809,Unknown
Ictalurus punctatus,55,0.000636,6.13316331124581e-05,Unknown
Ictalurus punctatus,56,0.00061,5.88243650921375e-05,Unknown
Ictalurus punctatus,57,0,0,Unknown
Ictalurus punctatus,58,0.000147,1.41757076533512e-05,Unknown
Ictalurus punctatus,59,8e-06,7.71467083175573e-07,Unknown
Ictalurus punctatus,60,8.1e-05,7.81110421715268e-06,Unknown
Ictalurus punctatus,61,0,0,Unknown
Ictalurus punctatus,62,9.6e-05,9.25760499810688e-06,Unknown
Ictalurus punctatus,63,0.000185,1.78401762984351e-05,Unknown
Ictalurus punctatus,64,0,0,Unknown
Ictalurus punctatus,65,0.00044,4.24306895746565e-05,Unknown
Ictalurus punctatus,66,0.000429,4.13699223352901e-05,Unknown
Ictalurus punctatus,67,0,0,Unknown
Ictalurus punctatus,68,0,0,Unknown
Ictalurus punctatus,69,0,0,Unknown
Ictalurus punctatus,70,0,0,Unknown
Ictalurus punctatus,0,0.882481,0.0851006303784829,Other
Ictalurus punctatus,1,0.430962,0.0415591246374389,Other
Ictalurus punctatus,2,0.350397,0.0337899689429339,Other
Ictalurus punctatus,3,0.426473,0.041126235170392,Other
Ictalurus punctatus,4,0.472821,0.0455957297167697,Other
Ictalurus punctatus,5,0.558136,0.0538229439919102,Other
Ictalurus punctatus,6,0.542941,0.0523576387008036,Other
Ictalurus punctatus,7,0.478973,0.0461889879037317,Other
Ictalurus punctatus,8,0.472903,0.0456036372543723,Other
Ictalurus punctatus,9,0.532448,0.0513457631878335,Other
Ictalurus punctatus,10,0.435007,0.0419491976813696,Other
Ictalurus punctatus,11,0.383593,0.036991171604571,Other
Ictalurus punctatus,12,0.344881,0.0332580423890844,Other
Ictalurus punctatus,13,0.308397,0.0297397667562622,Other
Ictalurus punctatus,14,0.296819,0.0286232610201363,Other
Ictalurus punctatus,15,0.285337,0.0275160128890086,Other
Ictalurus punctatus,16,0.350689,0.0338181274914698,Other
Ictalurus punctatus,17,0.353298,0.0340697221939705,Other
Ictalurus punctatus,18,0.280252,0.0270256491242651,Other
Ictalurus punctatus,19,0.246613,0.0237817264728972,Other
Ictalurus punctatus,20,0.247388,0.0238564623465798,Other
Ictalurus punctatus,21,0.198766,0.0191676782818095,Other
Ictalurus punctatus,22,0.190756,0.01839524686478,Other
Ictalurus punctatus,23,0.177415,0.0171087290701993,Other
Ictalurus punctatus,24,0.147575,0.0142311568499544,Other
Ictalurus punctatus,25,0.117094,0.0112917708296701,Other
Ictalurus punctatus,26,0.107375,0.0103545347569971,Other
Ictalurus punctatus,27,0.087642,0.0084516147629592,Other
Ictalurus punctatus,28,0.068526,0.00660819416771117,Other
Ictalurus punctatus,29,0.05689,0.0054860952952323,Other
Ictalurus punctatus,30,0.048945,0.00471993204825355,Other
Ictalurus punctatus,31,0.038131,0.00367710141857097,Other
Ictalurus punctatus,32,0.024846,0.00239598389357254,Other
Ictalurus punctatus,33,0.025048,0.00241546343742272,Other
Ictalurus punctatus,34,0.019995,0.00192818554101195,Other
Ictalurus punctatus,35,0.010312,0.000994421070213314,Other
Ictalurus punctatus,36,0.011551,0.00111390203472013,Other
Ictalurus punctatus,37,0.007117,0.000686316403870069,Other
Ictalurus punctatus,38,0.004821,0.00046490535099868,Other
Ictalurus punctatus,39,0.004454,0.000429514298558,Other
Ictalurus punctatus,40,0.001952,0.00018823796829484,Other
Ictalurus punctatus,41,0.001796,0.000173194360172916,Other
Ictalurus punctatus,42,0.002586,0.000249376734636504,Other
Ictalurus punctatus,43,0.001482,0.000142914277158275,Other
Ictalurus punctatus,44,0.000356,3.4330285201313e-05,Other
Ictalurus punctatus,45,0.001848,0.000178208896213557,Other
Ictalurus punctatus,46,0.000228,2.19868118705038e-05,Other
Ictalurus punctatus,47,9.4e-05,9.06473822731298e-06,Other
Ictalurus punctatus,48,0.001134,0.000109355459040138,Other
Ictalurus punctatus,49,0,0,Other
Ictalurus punctatus,50,0.000132,1.2729206872397e-05,Other
Ictalurus punctatus,51,0,0,Other
Ictalurus punctatus,52,0,0,Other
Ictalurus punctatus,53,0,0,Other
Ictalurus punctatus,54,0,0,Other
Ictalurus punctatus,55,0,0,Other
Ictalurus punctatus,56,0,0,Other
Ictalurus punctatus,57,0,0,Other
Ictalurus punctatus,58,0,0,Other
Ictalurus punctatus,59,0,0,Other
Ictalurus punctatus,60,0,0,Other
Ictalurus punctatus,61,0,0,Other
Ictalurus punctatus,62,0,0,Other
Ictalurus punctatus,63,0,0,Other
Ictalurus punctatus,64,0,0,Other
Ictalurus punctatus,65,0,0,Other
Ictalurus punctatus,66,0,0,Other
Ictalurus punctatus,67,0,0,Other
Ictalurus punctatus,68,0,0,Other
Ictalurus punctatus,69,0,0,Other
Ictalurus punctatus,70,0,0,Other
Larimichthys crocea,0,1.004187,0.152629822711326,DNA
Larimichthys crocea,1,1.758421,0.267268432554766,DNA
Larimichthys crocea,2,2.330342,0.354196664880901,DNA
Larimichthys crocea,3,1.919835,0.291802299457172,DNA
Larimichthys crocea,4,1.597758,0.242848712715463,DNA
Larimichthys crocea,5,1.314063,0.199728937659533,DNA
Larimichthys crocea,6,1.162437,0.176682782413122,DNA
Larimichthys crocea,7,1.026973,0.156093144921532,DNA
Larimichthys crocea,8,0.957733,0.145569120088974,DNA
Larimichthys crocea,9,0.902547,0.137181210868732,DNA
Larimichthys crocea,10,0.84852,0.128969462029497,DNA
Larimichthys crocea,11,0.836102,0.127082007662502,DNA
Larimichthys crocea,12,0.84634,0.128638116360303,DNA
Larimichthys crocea,13,0.828597,0.125941296998604,DNA
Larimichthys crocea,14,0.812841,0.123546488574834,DNA
Larimichthys crocea,15,0.77962,0.118497114961859,DNA
Larimichthys crocea,16,0.74047,0.112546572324732,DNA
Larimichthys crocea,17,0.695364,0.105690756840946,DNA
Larimichthys crocea,18,0.605261,0.0919956931568324,DNA
Larimichthys crocea,19,0.559078,0.0849761807529901,DNA
Larimichthys crocea,20,0.489883,0.0744589956246124,DNA
Larimichthys crocea,21,0.441861,0.0671599673099227,DNA
Larimichthys crocea,22,0.377216,0.0573343522709173,DNA
Larimichthys crocea,23,0.325674,0.049500307095878,DNA
Larimichthys crocea,24,0.258504,0.0392909086556276,DNA
Larimichthys crocea,25,0.20231,0.0307497900617399,DNA
Larimichthys crocea,26,0.156291,0.0237552045798003,DNA
Larimichthys crocea,27,0.11854,0.0180173007459772,DNA
Larimichthys crocea,28,0.093969,0.0142826702699404,DNA
Larimichthys crocea,29,0.07189,0.0109268074120828,DNA
Larimichthys crocea,30,0.059987,0.00911762965959958,DNA
Larimichthys crocea,31,0.045004,0.00684031215431043,DNA
Larimichthys crocea,32,0.033946,0.00515956884699631,DNA
Larimichthys crocea,33,0.03213,0.00488354878495231,DNA
Larimichthys crocea,34,0.024538,0.00372961469297105,DNA
Larimichthys crocea,35,0.02759,0.00419349862984234,DNA
Larimichthys crocea,36,0.021233,0.00322727641926214,DNA
Larimichthys crocea,37,0.021676,0.00329460950708454,DNA
Larimichthys crocea,38,0.020834,0.0031666310421941,DNA
Larimichthys crocea,39,0.013449,0.00204415958944363,DNA
Larimichthys crocea,40,0.011597,0.00176266776405515,DNA
Larimichthys crocea,41,0.011676,0.00177467524472777,DNA
Larimichthys crocea,42,0.007827,0.00118965254714665,DNA
Larimichthys crocea,43,0.004578,0.000695825905306931,DNA
Larimichthys crocea,44,0.002475,0.000376183729933302,DNA
Larimichthys crocea,45,0.002156,0.000327697826964121,DNA
Larimichthys crocea,46,0.00033,5.01578306577736e-05,DNA
Larimichthys crocea,47,0.00018,2.73588167224219e-05,DNA
Larimichthys crocea,48,0.000116,1.76312374433386e-05,DNA
Larimichthys crocea,49,0.00044,6.68771075436981e-05,DNA
Larimichthys crocea,50,0,0,DNA
Larimichthys crocea,51,0,0,DNA
Larimichthys crocea,52,0,0,DNA
Larimichthys crocea,53,1.1e-05,1.67192768859245e-06,DNA
Larimichthys crocea,54,0,0,DNA
Larimichthys crocea,55,0,0,DNA
Larimichthys crocea,56,0,0,DNA
Larimichthys crocea,57,7.7e-05,1.17034938201472e-05,DNA
Larimichthys crocea,58,0,0,DNA
Larimichthys crocea,59,0,0,DNA
Larimichthys crocea,60,0,0,DNA
Larimichthys crocea,61,0,0,DNA
Larimichthys crocea,62,0,0,DNA
Larimichthys crocea,63,0,0,DNA
Larimichthys crocea,64,0,0,DNA
Larimichthys crocea,65,0,0,DNA
Larimichthys crocea,66,0,0,DNA
Larimichthys crocea,67,0,0,DNA
Larimichthys crocea,68,0,0,DNA
Larimichthys crocea,69,0,0,DNA
Larimichthys crocea,70,0,0,DNA
Larimichthys crocea,0,0.449295,0.0682898864405587,LINE
Larimichthys crocea,1,1.264048,0.192126986446356,LINE
Larimichthys crocea,2,1.474455,0.224107467280326,LINE
Larimichthys crocea,3,1.127058,0.17130540698633,LINE
Larimichthys crocea,4,0.929284,0.141245059105995,LINE
Larimichthys crocea,5,0.736798,0.111988452463595,LINE
Larimichthys crocea,6,0.594821,0.0904088817869319,LINE
Larimichthys crocea,7,0.507456,0.0771299761038519,LINE
Larimichthys crocea,8,0.501736,0.0762605737057838,LINE
Larimichthys crocea,9,0.475384,0.0722552429376213,LINE
Larimichthys crocea,10,0.428902,0.0651902844993345,LINE
Larimichthys crocea,11,0.422337,0.0641924476560973,LINE
Larimichthys crocea,12,0.386407,0.0587313238514494,LINE
Larimichthys crocea,13,0.381464,0.0579800203455665,LINE
Larimichthys crocea,14,0.369803,0.0562076250022322,LINE
Larimichthys crocea,15,0.345707,0.0525451914036573,LINE
Larimichthys crocea,16,0.309279,0.0470083748727441,LINE
Larimichthys crocea,17,0.306638,0.0466069602340557,LINE
Larimichthys crocea,18,0.274408,0.0417082121064798,LINE
Larimichthys crocea,19,0.246092,0.0374043662491903,LINE
Larimichthys crocea,20,0.234733,0.0356778729205793,LINE
Larimichthys crocea,21,0.21516,0.0327029055888683,LINE
Larimichthys crocea,22,0.186398,0.0283312706634778,LINE
Larimichthys crocea,23,0.175392,0.0266584310143279,LINE
Larimichthys crocea,24,0.162551,0.0247066834280356,LINE
Larimichthys crocea,25,0.136262,0.0207109282457259,LINE
Larimichthys crocea,26,0.120185,0.0182673299321349,LINE
Larimichthys crocea,27,0.114243,0.0173641849934425,LINE
Larimichthys crocea,28,0.111435,0.0169373874525727,LINE
Larimichthys crocea,29,0.090301,0.0137251583825079,LINE
Larimichthys crocea,30,0.089573,0.0136145071682083,LINE
Larimichthys crocea,31,0.061909,0.00940976102482455,LINE
Larimichthys crocea,32,0.068335,0.010386470781815,LINE
Larimichthys crocea,33,0.069854,0.010617348796267,LINE
Larimichthys crocea,34,0.067558,0.0102683718896299,LINE
Larimichthys crocea,35,0.044223,0.00672160528842036,LINE
Larimichthys crocea,36,0.056839,0.00863915435380967,LINE
Larimichthys crocea,37,0.055263,0.00839961271406224,LINE
Larimichthys crocea,38,0.049273,0.00748917209091053,LINE
Larimichthys crocea,39,0.06801,0.0103370729182884,LINE
Larimichthys crocea,40,0.051036,0.00775713650136403,LINE
Larimichthys crocea,41,0.055479,0.00843244329412915,LINE
Larimichthys crocea,42,0.027031,0.0041085343045766,LINE
Larimichthys crocea,43,0.028068,0.00426615148758299,LINE
Larimichthys crocea,44,0.013458,0.00204552753027975,LINE
Larimichthys crocea,45,0.009062,0.00137736442854771,LINE
Larimichthys crocea,46,0.016487,0.00250591561834761,LINE
Larimichthys crocea,47,0.010127,0.00153923742748871,LINE
Larimichthys crocea,48,0.002566,0.000390015131720748,LINE
Larimichthys crocea,49,0.002176,0.000330737695488834,LINE
Larimichthys crocea,50,0.000195,2.96387181159571e-05,LINE
Larimichthys crocea,51,0.000613,9.31719702824703e-05,LINE
Larimichthys crocea,52,0.00024,3.64784222965626e-05,LINE
Larimichthys crocea,53,8.1e-05,1.23114675250899e-05,LINE
Larimichthys crocea,54,0.000255,3.87583236900977e-05,LINE
Larimichthys crocea,55,0,0,LINE
Larimichthys crocea,56,0,0,LINE
Larimichthys crocea,57,0,0,LINE
Larimichthys crocea,58,0,0,LINE
Larimichthys crocea,59,0,0,LINE
Larimichthys crocea,60,0,0,LINE
Larimichthys crocea,61,0,0,LINE
Larimichthys crocea,62,0,0,LINE
Larimichthys crocea,63,0,0,LINE
Larimichthys crocea,64,0,0,LINE
Larimichthys crocea,65,0,0,LINE
Larimichthys crocea,66,0,0,LINE
Larimichthys crocea,67,0,0,LINE
Larimichthys crocea,68,0,0,LINE
Larimichthys crocea,69,0,0,LINE
Larimichthys crocea,70,0,0,LINE
Larimichthys crocea,0,0.126401,0.0192121210696159,LTR
Larimichthys crocea,1,0.291925,0.0443706809538501,LTR
Larimichthys crocea,2,0.355253,0.0539961206505031,LTR
Larimichthys crocea,3,0.38253,0.0581420453379337,LTR
Larimichthys crocea,4,0.357514,0.054339777787222,LTR
Larimichthys crocea,5,0.280161,0.0425826302876136,LTR
Larimichthys crocea,6,0.247333,0.0375929900911488,LTR
Larimichthys crocea,7,0.240004,0.0364790302702675,LTR
Larimichthys crocea,8,0.200846,0.0305272716857309,LTR
Larimichthys crocea,9,0.250711,0.0381064238849729,LTR
Larimichthys crocea,10,0.222943,0.0338858704252606,LTR
Larimichthys crocea,11,0.132827,0.0201888308266063,LTR
Larimichthys crocea,12,0.15164,0.0230482831543781,LTR
Larimichthys crocea,13,0.12266,0.0186435136620682,LTR
Larimichthys crocea,14,0.122279,0.0185856041666724,LTR
Larimichthys crocea,15,0.12094,0.0183820849689428,LTR
Larimichthys crocea,16,0.108726,0.0165256372609003,LTR
Larimichthys crocea,17,0.090326,0.0137289582181638,LTR
Larimichthys crocea,18,0.089521,0.0136066035100441,LTR
Larimichthys crocea,19,0.079798,0.0121287714267546,LTR
Larimichthys crocea,20,0.097281,0.0147860724976329,LTR
Larimichthys crocea,21,0.082524,0.012543105506673,LTR
Larimichthys crocea,22,0.089339,0.0135789407064692,LTR
Larimichthys crocea,23,0.079368,0.0120634142534732,LTR
Larimichthys crocea,24,0.065562,0.00996499301086348,LTR
Larimichthys crocea,25,0.073656,0.0111952278028151,LTR
Larimichthys crocea,26,0.08048,0.0122324309434473,LTR
Larimichthys crocea,27,0.060228,0.00915426007532238,LTR
Larimichthys crocea,28,0.090639,0.0137765321605756,LTR
Larimichthys crocea,29,0.10726,0.0163028148980388,LTR
Larimichthys crocea,30,0.108395,0.0164753274368163,LTR
Larimichthys crocea,31,0.109042,0.0165736671835907,LTR
Larimichthys crocea,32,0.102595,0.0155937655646493,LTR
Larimichthys crocea,33,0.076743,0.0116644315096046,LTR
Larimichthys crocea,34,0.072474,0.0110155715730045,LTR
Larimichthys crocea,35,0.068053,0.0103436086356166,LTR
Larimichthys crocea,36,0.054677,0.00831054456628814,LTR
Larimichthys crocea,37,0.066927,0.0101724640376752,LTR
Larimichthys crocea,38,0.07005,0.0106471395078092,LTR
Larimichthys crocea,39,0.064112,0.00974460254282175,LTR
Larimichthys crocea,40,0.047884,0.00727805322186918,LTR
Larimichthys crocea,41,0.03615,0.00549456235841974,LTR
Larimichthys crocea,42,0.022345,0.00339629310923621,LTR
Larimichthys crocea,43,0.020462,0.00311008948763443,LTR
Larimichthys crocea,44,0.012413,0.00188669439986346,LTR
Larimichthys crocea,45,0.01104,0.00167800742564188,LTR
Larimichthys crocea,46,0.003256,0.000494890595823366,LTR
Larimichthys crocea,47,0.004789,0.000727896518242659,LTR
Larimichthys crocea,48,0.000832,0.000126458530628084,LTR
Larimichthys crocea,49,0.000582,8.84601740691643e-05,LTR
Larimichthys crocea,50,0.00033,5.01578306577736e-05,LTR
Larimichthys crocea,51,0,0,LTR
Larimichthys crocea,52,0,0,LTR
Larimichthys crocea,53,0,0,LTR
Larimichthys crocea,54,0,0,LTR
Larimichthys crocea,55,0,0,LTR
Larimichthys crocea,56,0,0,LTR
Larimichthys crocea,57,0,0,LTR
Larimichthys crocea,58,0,0,LTR
Larimichthys crocea,59,0,0,LTR
Larimichthys crocea,60,0,0,LTR
Larimichthys crocea,61,0,0,LTR
Larimichthys crocea,62,0,0,LTR
Larimichthys crocea,63,0,0,LTR
Larimichthys crocea,64,0,0,LTR
Larimichthys crocea,65,0,0,LTR
Larimichthys crocea,66,0,0,LTR
Larimichthys crocea,67,0,0,LTR
Larimichthys crocea,68,0,0,LTR
Larimichthys crocea,69,0,0,LTR
Larimichthys crocea,70,0,0,LTR
Larimichthys crocea,0,0.011033,0.00167694347165823,SINE
Larimichthys crocea,1,0.039544,0.00601042804706363,SINE
Larimichthys crocea,2,0.103163,0.0156800978307512,SINE
Larimichthys crocea,3,0.247914,0.0376812982717917,SINE
Larimichthys crocea,4,0.324725,0.0493560653343804,SINE
Larimichthys crocea,5,0.289908,0.0440641102131328,SINE
Larimichthys crocea,6,0.278468,0.0423253054169966,SINE
Larimichthys crocea,7,0.223605,0.0339864900734286,SINE
Larimichthys crocea,8,0.200721,0.0305082725074514,SINE
Larimichthys crocea,9,0.157833,0.0239895784430557,SINE
Larimichthys crocea,10,0.149743,0.022759951624809,SINE
Larimichthys crocea,11,0.136754,0.0207857090114338,SINE
Larimichthys crocea,12,0.108365,0.0164707676340292,SINE
Larimichthys crocea,13,0.08923,0.0135623734230095,SINE
Larimichthys crocea,14,0.066236,0.0100674365801463,SINE
Larimichthys crocea,15,0.066511,0.0101092347723611,SINE
Larimichthys crocea,16,0.05821,0.00884753734117878,SINE
Larimichthys crocea,17,0.054477,0.008280145881041,SINE
Larimichthys crocea,18,0.04557,0.00692634043355982,SINE
Larimichthys crocea,19,0.041318,0.00628006438520572,SINE
Larimichthys crocea,20,0.040968,0.00622686668602323,SINE
Larimichthys crocea,21,0.033354,0.00506958873866478,SINE
Larimichthys crocea,22,0.02865,0.00435461166165216,SINE
Larimichthys crocea,23,0.023953,0.00364069853862318,SINE
Larimichthys crocea,24,0.023031,0.00350056059963389,SINE
Larimichthys crocea,25,0.017697,0.00268982766409278,SINE
Larimichthys crocea,26,0.013789,0.00209583735436376,SINE
Larimichthys crocea,27,0.011473,0.00174382057920193,SINE
Larimichthys crocea,28,0.007604,0.00115575801309609,SINE
Larimichthys crocea,29,0.006125,0.000930959735693524,SINE
Larimichthys crocea,30,0.004405,0.000669531042568159,SINE
Larimichthys crocea,31,0.003357,0.000510241931873169,SINE
Larimichthys crocea,32,0.002793,0.000424517639476247,SINE
Larimichthys crocea,33,0.002357,0.000358248505637492,SINE
Larimichthys crocea,34,0.001389,0.000211118869041356,SINE
Larimichthys crocea,35,0.001641,0.000249421212452747,SINE
Larimichthys crocea,36,0.001475,0.000224190303697624,SINE
Larimichthys crocea,37,0.000289,4.39261001821108e-05,SINE
Larimichthys crocea,38,0.000114,1.73272505908672e-05,SINE
Larimichthys crocea,39,0.000396,6.01893967893283e-05,SINE
Larimichthys crocea,40,7.7e-05,1.17034938201472e-05,SINE
Larimichthys crocea,41,0.000133,2.02151256893451e-05,SINE
Larimichthys crocea,42,0,0,SINE
Larimichthys crocea,43,0,0,SINE
Larimichthys crocea,44,0,0,SINE
Larimichthys crocea,45,0,0,SINE
Larimichthys crocea,46,0,0,SINE
Larimichthys crocea,47,0,0,SINE
Larimichthys crocea,48,0,0,SINE
Larimichthys crocea,49,0,0,SINE
Larimichthys crocea,50,0,0,SINE
Larimichthys crocea,51,0,0,SINE
Larimichthys crocea,52,0,0,SINE
Larimichthys crocea,53,0,0,SINE
Larimichthys crocea,54,0,0,SINE
Larimichthys crocea,55,0,0,SINE
Larimichthys crocea,56,0,0,SINE
Larimichthys crocea,57,0,0,SINE
Larimichthys crocea,58,0,0,SINE
Larimichthys crocea,59,0,0,SINE
Larimichthys crocea,60,0,0,SINE
Larimichthys crocea,61,0,0,SINE
Larimichthys crocea,62,0,0,SINE
Larimichthys crocea,63,0,0,SINE
Larimichthys crocea,64,0,0,SINE
Larimichthys crocea,65,0,0,SINE
Larimichthys crocea,66,0,0,SINE
Larimichthys crocea,67,0,0,SINE
Larimichthys crocea,68,0,0,SINE
Larimichthys crocea,69,0,0,SINE
Larimichthys crocea,70,0,0,SINE
Larimichthys crocea,0,1.234346,0.187612477700303,Unknown
Larimichthys crocea,1,1.957631,0.297547042995175,Unknown
Larimichthys crocea,2,2.442807,0.371290605562496,Unknown
Larimichthys crocea,3,2.697737,0.410038289712758,Unknown
Larimichthys crocea,4,2.470401,0.375484712166044,Unknown
Larimichthys crocea,5,2.414012,0.36691395485404,Unknown
Larimichthys crocea,6,2.359512,0.358630313124196,Unknown
Larimichthys crocea,7,2.293828,0.348646776915331,Unknown
Larimichthys crocea,8,2.32392,0.353220563097616,Unknown
Larimichthys crocea,9,2.253137,0.342462012408376,Unknown
Larimichthys crocea,10,2.305478,0.350417500330977,Unknown
Larimichthys crocea,11,2.362071,0.359019264301933,Unknown
Larimichthys crocea,12,2.426711,0.368844119373807,Unknown
Larimichthys crocea,13,2.465341,0.374715625429291,Unknown
Larimichthys crocea,14,2.464217,0.374544784818202,Unknown
Larimichthys crocea,15,2.539688,0.386015880689635,Unknown
Larimichthys crocea,16,2.485517,0.377782244797022,Unknown
Larimichthys crocea,17,2.417383,0.367426324693881,Unknown
Larimichthys crocea,18,2.280344,0.34659729755597,Unknown
Larimichthys crocea,19,2.064444,0.313781916831687,Unknown
Larimichthys crocea,20,1.907161,0.289875934773061,Unknown
Larimichthys crocea,21,1.702576,0.258780359666635,Unknown
Larimichthys crocea,22,1.437998,0.218566242940052,Unknown
Larimichthys crocea,23,1.279489,0.194473916940861,Unknown
Larimichthys crocea,24,1.084015,0.164763153940868,Unknown
Larimichthys crocea,25,0.906976,0.13785438975353,Unknown
Larimichthys crocea,26,0.75541,0.114817354112693,Unknown
Larimichthys crocea,27,0.603374,0.0917088815615256,Unknown
Larimichthys crocea,28,0.479554,0.072889055525024,Unknown
Larimichthys crocea,29,0.378251,0.0574916654670712,Unknown
Larimichthys crocea,30,0.275916,0.0419374181932432,Unknown
Larimichthys crocea,31,0.204773,0.0311241498705584,Unknown
Larimichthys crocea,32,0.148908,0.0226330371139023,Unknown
Larimichthys crocea,33,0.101359,0.015405901689822,Unknown
Larimichthys crocea,34,0.071965,0.0109382069190505,Unknown
Larimichthys crocea,35,0.059538,0.00904938461121976,Unknown
Larimichthys crocea,36,0.035353,0.0053734235977099,Unknown
Larimichthys crocea,37,0.029898,0.00454429945759428,Unknown
Larimichthys crocea,38,0.021933,0.00333367181762711,Unknown
Larimichthys crocea,39,0.018208,0.00276749630489921,Unknown
Larimichthys crocea,40,0.015539,0.00236182585027619,Unknown
Larimichthys crocea,41,0.018951,0.00288042742059232,Unknown
Larimichthys crocea,42,0.008821,0.00134073401282491,Unknown
Larimichthys crocea,43,0.006929,0.00105316245038701,Unknown
Larimichthys crocea,44,0.002315,0.000351864781735593,Unknown
Larimichthys crocea,45,0.002905,0.000441540903214643,Unknown
Larimichthys crocea,46,0.000693,0.000105331444381324,Unknown
Larimichthys crocea,47,0.000943,0.000143329800940244,Unknown
Larimichthys crocea,48,0.001055,0.00016035306467864,Unknown
Larimichthys crocea,49,0.000459,6.97649826421759e-05,Unknown
Larimichthys crocea,50,9.7e-05,1.47433623448607e-05,Unknown
Larimichthys crocea,51,0.000192,2.91827378372501e-05,Unknown
Larimichthys crocea,52,0.000337,5.12217846414233e-05,Unknown
Larimichthys crocea,53,0,0,Unknown
Larimichthys crocea,54,0,0,Unknown
Larimichthys crocea,55,0,0,Unknown
Larimichthys crocea,56,7.1e-05,1.07915332627331e-05,Unknown
Larimichthys crocea,57,0,0,Unknown
Larimichthys crocea,58,0,0,Unknown
Larimichthys crocea,59,0,0,Unknown
Larimichthys crocea,60,0,0,Unknown
Larimichthys crocea,61,0,0,Unknown
Larimichthys crocea,62,0,0,Unknown
Larimichthys crocea,63,0,0,Unknown
Larimichthys crocea,64,0,0,Unknown
Larimichthys crocea,65,0,0,Unknown
Larimichthys crocea,66,0,0,Unknown
Larimichthys crocea,67,0,0,Unknown
Larimichthys crocea,68,0,0,Unknown
Larimichthys crocea,69,0,0,Unknown
Larimichthys crocea,70,0,0,Unknown
Larimichthys crocea,0,0.018437,0.00280230279950718,Other
Larimichthys crocea,1,0.050607,0.00769193132150893,Other
Larimichthys crocea,2,0.077744,0.0118165769292665,Other
Larimichthys crocea,3,0.071733,0.0109029444441638,Other
Larimichthys crocea,4,0.074263,0.0112874878125401,Other
Larimichthys crocea,5,0.095546,0.014522363903114,Other
Larimichthys crocea,6,0.106953,0.0162561529161844,Other
Larimichthys crocea,7,0.101939,0.0154940578770387,Other
Larimichthys crocea,8,0.090981,0.0138285139123482,Other
Larimichthys crocea,9,0.09926,0.0150868674881533,Other
Larimichthys crocea,10,0.090513,0.0137573809888699,Other
Larimichthys crocea,11,0.069767,0.0106041253681845,Other
Larimichthys crocea,12,0.065922,0.0100197106443083,Other
Larimichthys crocea,13,0.05351,0.0081331682378711,Other
Larimichthys crocea,14,0.046376,0.00704884713510578,Other
Larimichthys crocea,15,0.044784,0.00680687360053858,Other
Larimichthys crocea,16,0.038648,0.00587424193715646,Other
Larimichthys crocea,17,0.029085,0.00442072880206468,Other
Larimichthys crocea,18,0.024083,0.00366045768403382,Other
Larimichthys crocea,19,0.020866,0.00317149483183364,Other
Larimichthys crocea,20,0.010083,0.00153254971673434,Other
Larimichthys crocea,21,0.012887,0.00195873928389917,Other
Larimichthys crocea,22,0.011871,0.00180431396284373,Other
