species,divergence,sequence.lengths.Mbp,percent.of.genome,repeat.group
Octodon degus,44,0.012817,0.000427821944312013,Unknown
Octodon degus,45,0.012966,0.000432795453690377,Unknown
Octodon degus,46,0.005743,0.000191697076241233,Unknown
Octodon degus,47,0.00474,0.000158217680895603,Unknown
Octodon degus,48,0.003131,0.000104510455460787,Unknown
Octodon degus,49,0.001083,3.61497359514637e-05,Unknown
Octodon degus,50,0.000833,2.78049215582357e-05,Unknown
Octodon degus,51,0.000738,2.4633892088809e-05,Unknown
Octodon degus,52,0.000905,3.02082281034853e-05,Unknown
Octodon degus,53,0.001256,4.19243475115774e-05,Unknown
Octodon degus,54,0,0,Unknown
Octodon degus,55,0,0,Unknown
Octodon degus,56,0.000224,7.47695369633228e-06,Unknown
Octodon degus,57,0,0,Unknown
Octodon degus,58,0.000164,5.47419824195756e-06,Unknown
Octodon degus,59,0,0,Unknown
Octodon degus,60,0,0,Unknown
Octodon degus,61,0,0,Unknown
Octodon degus,62,0,0,Unknown
Octodon degus,63,0,0,Unknown
Octodon degus,64,0,0,Unknown
Octodon degus,65,0,0,Unknown
Octodon degus,66,0,0,Unknown
Octodon degus,67,0,0,Unknown
Octodon degus,68,0,0,Unknown
Octodon degus,69,0,0,Unknown
Octodon degus,70,0,0,Unknown
Octodon degus,0,0.055353,0.0018476420444334,Other
Octodon degus,1,0.032036,0.00106933789560581,Other
Octodon degus,2,0.061066,0.00203833774294744,Other
Octodon degus,3,0.059657,0.00199130636902721,Other
Octodon degus,4,0.059341,0.00198075852363417,Other
Octodon degus,5,0.093489,0.00312059341123397,Other
Octodon degus,6,0.093084,0.00310707481191694,Other
Octodon degus,7,0.066592,0.00222279152029535,Other
Octodon degus,8,0.055772,0.00186162795335645,Other
Octodon degus,9,0.051578,0.00172163534709565,Other
Octodon degus,10,0.04375,0.0014603425188149,Other
Octodon degus,11,0.042428,0.00141621514030351,Other
Octodon degus,12,0.035752,0.00119337521674675,Other
Octodon degus,13,0.034909,0.00116523650261278,Other
Octodon degus,14,0.036397,0.00121490483788128,Other
Octodon degus,15,0.027586,0.00092080019940635,Other
Octodon degus,16,0.029002,0.000968065228129593,Other
Octodon degus,17,0.02764,0.000922602679315287,Other
Octodon degus,18,0.024656,0.000822998974717718,Other
Octodon degus,19,0.02379,0.000794092537659576,Other
Octodon degus,20,0.018019,0.000601460842206301,Other
Octodon degus,21,0.021772,0.000726733195877439,Other
Octodon degus,22,0.013094,0.000437067998659709,Other
Octodon degus,23,0.014678,0.000489940742655202,Other
Octodon degus,24,0.01514,0.000505361959653887,Other
Octodon degus,25,0.01111,0.000370843551635052,Other
Octodon degus,26,0.009101,0.000303784623171072,Other
Octodon degus,27,0.008322,0.000277782181521773,Other
Octodon degus,28,0.010097,0.000337030363713692,Other
Octodon degus,29,0.009719,0.000324413004351131,Other
Octodon degus,30,0.007902,0.00026376289334115,Other
Octodon degus,31,0.004516,0.00015074072719927,Other
Octodon degus,32,0.006209,0.00020725181027021,Other
Octodon degus,33,0.005377,0.000179480267969548,Other
Octodon degus,34,0.003597,0.000120065189489764,Other
Octodon degus,35,0.001347,4.49618599507124e-05,Other
Octodon degus,36,0.002899,9.67664677038718e-05,Other
Octodon degus,37,0.000745,2.48675468918194e-05,Other
Octodon degus,38,0.002123,7.08641638272921e-05,Other
Octodon degus,39,0.000626,2.08954152406429e-05,Other
Octodon degus,40,0.001592,5.31397780560759e-05,Other
Octodon degus,41,0.001049,3.50148411939847e-05,Other
Octodon degus,42,0.000886,2.95740222096e-05,Other
Octodon degus,43,0,0,Other
Octodon degus,44,0.001012,3.37798086637869e-05,Other
Octodon degus,45,0.000145,4.83999234807224e-06,Other
Octodon degus,46,0.000187,6.24192116613454e-06,Other
Octodon degus,47,0.000212,7.07640260545734e-06,Other
Octodon degus,48,0.000211,7.04302334788443e-06,Other
Octodon degus,49,0.000122,4.07226942389526e-06,Other
Octodon degus,50,0,0,Other
Octodon degus,51,0,0,Other
Octodon degus,52,0,0,Other
Octodon degus,53,0,0,Other
Octodon degus,54,0,0,Other
Octodon degus,55,0,0,Other
Octodon degus,56,0,0,Other
Octodon degus,57,0,0,Other
Octodon degus,58,0,0,Other
Octodon degus,59,0,0,Other
Octodon degus,60,0,0,Other
Octodon degus,61,0,0,Other
Octodon degus,62,0,0,Other
Octodon degus,63,0,0,Other
Octodon degus,64,0,0,Other
Octodon degus,65,0,0,Other
Octodon degus,66,0,0,Other
Octodon degus,67,0,0,Other
Octodon degus,68,0,0,Other
Octodon degus,69,0,0,Other
Octodon degus,70,0,0,Other
Oncorhynchus kisutch,0,25.094117,1.0561964100724,DNA
Oncorhynchus kisutch,1,21.151792,0.890266303333092,DNA
Oncorhynchus kisutch,2,16.742989,0.704702415936041,DNA
Oncorhynchus kisutch,3,29.360387,1.23576116855342,DNA
Oncorhynchus kisutch,4,46.21063,1.94497784134759,DNA
Oncorhynchus kisutch,5,47.819721,2.01270352134182,DNA
Oncorhynchus kisutch,6,43.904273,1.84790465149416,DNA
Oncorhynchus kisutch,7,42.63867,1.79463617644971,DNA
Oncorhynchus kisutch,8,24.58274,1.03467285729732,DNA
Oncorhynchus kisutch,9,16.307207,0.686360611601018,DNA
Oncorhynchus kisutch,10,21.035858,0.885386710454596,DNA
Oncorhynchus kisutch,11,9.007913,0.379137682861863,DNA
Oncorhynchus kisutch,12,6.570254,0.276538070180506,DNA
Oncorhynchus kisutch,13,4.868992,0.204932967797641,DNA
Oncorhynchus kisutch,14,3.558924,0.149792987436876,DNA
Oncorhynchus kisutch,15,3.050929,0.128411781023647,DNA
Oncorhynchus kisutch,16,2.317483,0.0975414765541985,DNA
Oncorhynchus kisutch,17,1.990898,0.0837957087878533,DNA
Oncorhynchus kisutch,18,1.69568,0.0713701593338218,DNA
Oncorhynchus kisutch,19,1.594376,0.06710633442514,DNA
Oncorhynchus kisutch,20,2.097146,0.0882676237062931,DNA
Oncorhynchus kisutch,21,3.260599,0.13723666620689,DNA
Oncorhynchus kisutch,22,2.598203,0.109356813839648,DNA
Oncorhynchus kisutch,23,1.312704,0.0552509280277795,DNA
Oncorhynchus kisutch,24,0.991908,0.041748815816954,DNA
Oncorhynchus kisutch,25,0.948456,0.0399199470661441,DNA
Oncorhynchus kisutch,26,0.916529,0.0385761586880003,DNA
Oncorhynchus kisutch,27,0.942948,0.0396881186329429,DNA
Oncorhynchus kisutch,28,1.058644,0.0445576942334606,DNA
Oncorhynchus kisutch,29,1.078927,0.0454113935999495,DNA
Oncorhynchus kisutch,30,1.074499,0.0452250217222779,DNA
Oncorhynchus kisutch,31,1.069819,0.0450280433149827,DNA
Oncorhynchus kisutch,32,0.904452,0.0380678449647303,DNA
Oncorhynchus kisutch,33,0.737911,0.0310582336550409,DNA
Oncorhynchus kisutch,34,0.644382,0.0271216538567694,DNA
Oncorhynchus kisutch,35,0.728879,0.0306780821647225,DNA
Oncorhynchus kisutch,36,0.845311,0.0355786355660456,DNA
Oncorhynchus kisutch,37,0.968458,0.0407618193103147,DNA
Oncorhynchus kisutch,38,1.033785,0.0435113937576164,DNA
Oncorhynchus kisutch,39,0.930676,0.0391715974760355,DNA
Oncorhynchus kisutch,40,0.675794,0.0284437661922301,DNA
Oncorhynchus kisutch,41,0.435375,0.0183246739478927,DNA
Oncorhynchus kisutch,42,0.256049,0.0107769496174194,DNA
Oncorhynchus kisutch,43,0.134599,0.00566519159049648,DNA
Oncorhynchus kisutch,44,0.063099,0.00265579925682017,DNA
Oncorhynchus kisutch,45,0.04118,0.00173324162658449,DNA
Oncorhynchus kisutch,46,0.019108,0.00080424431764877,DNA
Oncorhynchus kisutch,47,0.01105,0.000465087906113613,DNA
Oncorhynchus kisutch,48,0.006184,0.00026028086981055,DNA
Oncorhynchus kisutch,49,0.002457,0.000103413663829968,DNA
Oncorhynchus kisutch,50,0.001075,4.52461085133153e-05,DNA
Oncorhynchus kisutch,51,0.000186,7.82862900788525e-06,DNA
Oncorhynchus kisutch,52,0,0,DNA
Oncorhynchus kisutch,53,0,0,DNA
Oncorhynchus kisutch,54,3.1e-05,1.30477150131421e-06,DNA
Oncorhynchus kisutch,55,0.000227,9.55429454188146e-06,DNA
Oncorhynchus kisutch,56,0,0,DNA
Oncorhynchus kisutch,57,0,0,DNA
Oncorhynchus kisutch,58,0,0,DNA
Oncorhynchus kisutch,59,0,0,DNA
Oncorhynchus kisutch,60,0,0,DNA
Oncorhynchus kisutch,61,0,0,DNA
Oncorhynchus kisutch,62,0,0,DNA
Oncorhynchus kisutch,63,0,0,DNA
Oncorhynchus kisutch,64,0,0,DNA
Oncorhynchus kisutch,65,0,0,DNA
Oncorhynchus kisutch,66,0,0,DNA
Oncorhynchus kisutch,67,0,0,DNA
Oncorhynchus kisutch,68,0,0,DNA
Oncorhynchus kisutch,69,0,0,DNA
Oncorhynchus kisutch,70,0,0,DNA
Oncorhynchus kisutch,0,36.029595,1.51646415354493,LINE
Oncorhynchus kisutch,1,31.285362,1.31678221760963,LINE
Oncorhynchus kisutch,2,24.581591,1.03462449657296,LINE
Oncorhynchus kisutch,3,19.462405,0.819161012614037,LINE
Oncorhynchus kisutch,4,19.12109,0.804795267937551,LINE
Oncorhynchus kisutch,5,20.28988,0.853988941583391,LINE
Oncorhynchus kisutch,6,20.621487,0.867946082332949,LINE
Oncorhynchus kisutch,7,20.450658,0.860755991662046,LINE
Oncorhynchus kisutch,8,18.328659,0.771442320016328,LINE
Oncorhynchus kisutch,9,18.439747,0.776117947646586,LINE
Oncorhynchus kisutch,10,17.372798,0.731210700918983,LINE
Oncorhynchus kisutch,11,15.263268,0.642421842042616,LINE
Oncorhynchus kisutch,12,12.807971,0.539079856466414,LINE
Oncorhynchus kisutch,13,11.190536,0.471002982491313,LINE
Oncorhynchus kisutch,14,9.010447,0.379244337409745,LINE
Oncorhynchus kisutch,15,7.718474,0.324865964801119,LINE
Oncorhynchus kisutch,16,6.649998,0.279894447554725,LINE
Oncorhynchus kisutch,17,6.116221,0.257428092146435,LINE
Oncorhynchus kisutch,18,5.387829,0.226770507521104,LINE
Oncorhynchus kisutch,19,4.849787,0.204124640807875,LINE
Oncorhynchus kisutch,20,4.485596,0.188796058942226,LINE
Oncorhynchus kisutch,21,4.144283,0.174430398444547,LINE
Oncorhynchus kisutch,22,3.933125,0.16554288422924,LINE
Oncorhynchus kisutch,23,3.876051,0.163140673627111,LINE
Oncorhynchus kisutch,24,3.782482,0.159202410252709,LINE
Oncorhynchus kisutch,25,3.69695,0.155602419412373,LINE
Oncorhynchus kisutch,26,3.26964,0.137617196501838,LINE
Oncorhynchus kisutch,27,2.689368,0.113193894288593,LINE
Oncorhynchus kisutch,28,2.22272,0.093552958432294,LINE
Oncorhynchus kisutch,29,1.974315,0.0830977402134568,LINE
Oncorhynchus kisutch,30,1.746133,0.0734936959969123,LINE
Oncorhynchus kisutch,31,1.656022,0.0697009777790115,LINE
Oncorhynchus kisutch,32,1.494831,0.062916544776807,LINE
Oncorhynchus kisutch,33,1.140741,0.04801310797357,LINE
Oncorhynchus kisutch,34,0.805748,0.0339134525045458,LINE
Oncorhynchus kisutch,35,0.599222,0.0252208964051775,LINE
Oncorhynchus kisutch,36,0.458164,0.0192838493589717,LINE
Oncorhynchus kisutch,37,0.351579,0.0147977503116306,LINE
Oncorhynchus kisutch,38,0.271816,0.0114405732387491,LINE
Oncorhynchus kisutch,39,0.262075,0.0110305803615136,LINE
Oncorhynchus kisutch,40,0.229066,0.00964125124903356,LINE
Oncorhynchus kisutch,41,0.217779,0.00916618815434538,LINE
Oncorhynchus kisutch,42,0.223552,0.0094091702794127,LINE
Oncorhynchus kisutch,43,0.238002,0.0100173621566382,LINE
Oncorhynchus kisutch,44,0.222666,0.00937187906811708,LINE
Oncorhynchus kisutch,45,0.186115,0.00783346928926109,LINE
Oncorhynchus kisutch,46,0.128146,0.00539358867120679,LINE
Oncorhynchus kisutch,47,0.06987,0.00294078660634915,LINE
Oncorhynchus kisutch,48,0.038745,0.00163075392962642,LINE
Oncorhynchus kisutch,49,0.015767,0.000663623621329713,LINE
Oncorhynchus kisutch,50,0.01004,0.00042257760881273,LINE
Oncorhynchus kisutch,51,0.003488,0.000146807838599482,LINE
Oncorhynchus kisutch,52,0.003056,0.00012862521638762,LINE
Oncorhynchus kisutch,53,0.000876,3.68703172629434e-05,LINE
Oncorhynchus kisutch,54,7.7e-05,3.24088405165142e-06,LINE
Oncorhynchus kisutch,55,0.000256,1.07748872366593e-05,LINE
Oncorhynchus kisutch,56,5.6e-05,2.35700658301921e-06,LINE
Oncorhynchus kisutch,57,0.000103,4.33520853662463e-06,LINE
Oncorhynchus kisutch,58,0.000236,9.93309917129526e-06,LINE
Oncorhynchus kisutch,59,0.000253,1.06486190268547e-05,LINE
Oncorhynchus kisutch,60,0,0,LINE
Oncorhynchus kisutch,61,0,0,LINE
Oncorhynchus kisutch,62,0,0,LINE
Oncorhynchus kisutch,63,0,0,LINE
Oncorhynchus kisutch,64,0,0,LINE
Oncorhynchus kisutch,65,0,0,LINE
Oncorhynchus kisutch,66,0,0,LINE
Oncorhynchus kisutch,67,0,0,LINE
Oncorhynchus kisutch,68,0,0,LINE
Oncorhynchus kisutch,69,0,0,LINE
Oncorhynchus kisutch,70,0,0,LINE
Oncorhynchus kisutch,0,1.002417,0.0421911333558995,LTR
Oncorhynchus kisutch,1,1.37228,0.0577584463168858,LTR
Oncorhynchus kisutch,2,0.822368,0.0346129783868633,LTR
Oncorhynchus kisutch,3,1.144368,0.0481657662392238,LTR
Oncorhynchus kisutch,4,1.523852,0.0641380213490535,LTR
Oncorhynchus kisutch,5,1.510309,0.0635680045605922,LTR
Oncorhynchus kisutch,6,1.372543,0.0577695158299454,LTR
Oncorhynchus kisutch,7,1.606813,0.0676298003335866,LTR
Oncorhynchus kisutch,8,1.846063,0.0776996900655035,LTR
Oncorhynchus kisutch,9,1.778167,0.0748419879412058,LTR
Oncorhynchus kisutch,10,1.479019,0.0622510271323303,LTR
Oncorhynchus kisutch,11,1.362272,0.0573372155689777,LTR
Oncorhynchus kisutch,12,1.260516,0.0530543662500187,LTR
Oncorhynchus kisutch,13,1.20211,0.0505960925627362,LTR
Oncorhynchus kisutch,14,1.334611,0.056172980585176,LTR
Oncorhynchus kisutch,15,1.589915,0.0669185735971606,LTR
Oncorhynchus kisutch,16,1.541173,0.064867051903062,LTR
Oncorhynchus kisutch,17,1.526909,0.0642666886548444,LTR
Oncorhynchus kisutch,18,1.412087,0.0594338991927831,LTR
Oncorhynchus kisutch,19,1.374516,0.0578525582225935,LTR
Oncorhynchus kisutch,20,1.199405,0.0504822407268957,LTR
Oncorhynchus kisutch,21,1.098996,0.046256085834139,LTR
Oncorhynchus kisutch,22,1.1639,0.0489878564638583,LTR
Oncorhynchus kisutch,23,1.1468,0.048268127667972,LTR
Oncorhynchus kisutch,24,1.253456,0.0527572150629452,LTR
Oncorhynchus kisutch,25,1.222699,0.0514626712866252,LTR
Oncorhynchus kisutch,26,1.414142,0.0595203929164992,LTR
Oncorhynchus kisutch,27,1.139195,0.0479480377561174,LTR
Oncorhynchus kisutch,28,0.998415,0.0420226915640202,LTR
Oncorhynchus kisutch,29,0.874071,0.0367891268040391,LTR
Oncorhynchus kisutch,30,0.88391,0.0372032444427949,LTR
Oncorhynchus kisutch,31,0.780598,0.0328549040123506,LTR
Oncorhynchus kisutch,32,0.698516,0.0294001216132902,LTR
Oncorhynchus kisutch,33,0.529591,0.0222901691662094,LTR
Oncorhynchus kisutch,34,0.406613,0.0171140985310927,LTR
Oncorhynchus kisutch,35,0.309148,0.0130118548415576,LTR
Oncorhynchus kisutch,36,0.254449,0.0107096065721903,LTR
Oncorhynchus kisutch,37,0.201701,0.00848947472859926,LTR
Oncorhynchus kisutch,38,0.223034,0.00938736796851977,LTR
Oncorhynchus kisutch,39,0.153269,0.00645100074951378,LTR
Oncorhynchus kisutch,40,0.122809,0.0051689575259644,LTR
Oncorhynchus kisutch,41,0.082023,0.00345229912426759,LTR
Oncorhynchus kisutch,42,0.061802,0.00260120930078131,LTR
Oncorhynchus kisutch,43,0.044644,0.00187903931950553,LTR
Oncorhynchus kisutch,44,0.027245,0.00114672579204212,LTR
Oncorhynchus kisutch,45,0.017297,0.00072802040833006,LTR
Oncorhynchus kisutch,46,0.017652,0.000742962146490271,LTR
Oncorhynchus kisutch,47,0.008812,0.000370891821599381,LTR
Oncorhynchus kisutch,48,0.007621,0.000320763342306954,LTR
Oncorhynchus kisutch,49,0.008543,0.000359569772120235,LTR
Oncorhynchus kisutch,50,0.002842,0.000119618084088225,LTR
Oncorhynchus kisutch,51,0.002369,9.97097963423664e-05,LTR
Oncorhynchus kisutch,52,0.001754,7.38248133324232e-05,LTR
Oncorhynchus kisutch,53,0.001809,7.61397305121742e-05,LTR
Oncorhynchus kisutch,54,0,0,LTR
Oncorhynchus kisutch,55,0,0,LTR
Oncorhynchus kisutch,56,0,0,LTR
Oncorhynchus kisutch,57,0,0,LTR
Oncorhynchus kisutch,58,0,0,LTR
Oncorhynchus kisutch,59,0,0,LTR
Oncorhynchus kisutch,60,0,0,LTR
Oncorhynchus kisutch,61,0,0,LTR
Oncorhynchus kisutch,62,0,0,LTR
Oncorhynchus kisutch,63,0,0,LTR
Oncorhynchus kisutch,64,0,0,LTR
Oncorhynchus kisutch,65,0,0,LTR
Oncorhynchus kisutch,66,0,0,LTR
Oncorhynchus kisutch,67,0,0,LTR
Oncorhynchus kisutch,68,0,0,LTR
Oncorhynchus kisutch,69,0,0,LTR
Oncorhynchus kisutch,70,0,0,LTR
Oncorhynchus kisutch,0,0.97645,0.0410981978212341,SINE
Oncorhynchus kisutch,1,3.056068,0.128628078467042,SINE
Oncorhynchus kisutch,2,2.643138,0.111248101175504,SINE
Oncorhynchus kisutch,3,2.472004,0.104045173236604,SINE
Oncorhynchus kisutch,4,1.735816,0.0730594596233943,SINE
Oncorhynchus kisutch,5,1.629608,0.0685892282810853,SINE
Oncorhynchus kisutch,6,1.579371,0.0664747829291007,SINE
Oncorhynchus kisutch,7,1.574672,0.0662770048231434,SINE
Oncorhynchus kisutch,8,1.830189,0.0770315628780241,SINE
Oncorhynchus kisutch,9,1.899325,0.0799414558623744,SINE
Oncorhynchus kisutch,10,1.608262,0.0676907878789223,SINE
Oncorhynchus kisutch,11,1.256445,0.0528830202893139,SINE
Oncorhynchus kisutch,12,1.092358,0.0459766963752447,SINE
Oncorhynchus kisutch,13,0.879806,0.0370305095317822,SINE
Oncorhynchus kisutch,14,0.698983,0.0294197773646164,SINE
Oncorhynchus kisutch,15,0.566152,0.0238289998390981,SINE
Oncorhynchus kisutch,16,0.497907,0.0209566085130598,SINE
Oncorhynchus kisutch,17,0.405759,0.0170781541807017,SINE
Oncorhynchus kisutch,18,0.375258,0.0157943852916183,SINE
Oncorhynchus kisutch,19,0.334543,0.0140807152375535,SINE
Oncorhynchus kisutch,20,0.289231,0.0121735601966648,SINE
Oncorhynchus kisutch,21,0.267378,0.0112537804670448,SINE
Oncorhynchus kisutch,22,0.217492,0.00915410849560741,SINE
Oncorhynchus kisutch,23,0.210726,0.00886933159309477,SINE
Oncorhynchus kisutch,24,0.257002,0.010817060818734,SINE
Oncorhynchus kisutch,25,0.193239,0.00813331419814375,SINE
Oncorhynchus kisutch,26,0.144618,0.00608688532184058,SINE
Oncorhynchus kisutch,27,0.130368,0.00548711132526873,SINE
Oncorhynchus kisutch,28,0.09315,0.00392062791443285,SINE
Oncorhynchus kisutch,29,0.080638,0.00339400530074113,SINE
Oncorhynchus kisutch,30,0.06404,0.00269540538529554,SINE
Oncorhynchus kisutch,31,0.050318,0.0021178545936493,SINE
Oncorhynchus kisutch,32,0.04224,0.00177785639404878,SINE
Oncorhynchus kisutch,33,0.028803,0.00121230108233397,SINE
Oncorhynchus kisutch,34,0.02279,0.000959217500482284,SINE
Oncorhynchus kisutch,35,0.017509,0.000736943361822918,SINE
Oncorhynchus kisutch,36,0.014325,0.000602930701816968,SINE
Oncorhynchus kisutch,37,0.011456,0.000482176203840502,SINE
Oncorhynchus kisutch,38,0.007354,0.000309525471634345,SINE
Oncorhynchus kisutch,39,0.005724,0.000240919744307178,SINE
Oncorhynchus kisutch,40,0.003865,0.000162675543631594,SINE
Oncorhynchus kisutch,41,0.002646,0.000111368561047658,SINE
Oncorhynchus kisutch,42,0.002931,0.000123364040979095,SINE
Oncorhynchus kisutch,43,0.001944,8.18217999533813e-05,SINE
Oncorhynchus kisutch,44,0.00143,6.01878466735264e-05,SINE
Oncorhynchus kisutch,45,0.001485,6.25027638532774e-05,SINE
Oncorhynchus kisutch,46,0.000547,2.30229035877055e-05,SINE
Oncorhynchus kisutch,47,0.000257,1.08169766399275e-05,SINE
Oncorhynchus kisutch,48,0.000997,4.19631350583956e-05,SINE
Oncorhynchus kisutch,49,0.000291,1.22480163510463e-05,SINE
Oncorhynchus kisutch,50,0.000184,7.74445020134885e-06,SINE
Oncorhynchus kisutch,51,0.00018,7.57609258827604e-06,SINE
Oncorhynchus kisutch,52,5.2e-05,2.18864896994641e-06,SINE
Oncorhynchus kisutch,53,1.7e-05,7.15519855559404e-07,SINE
Oncorhynchus kisutch,54,0,0,SINE
Oncorhynchus kisutch,55,0,0,SINE
Oncorhynchus kisutch,56,0,0,SINE
Oncorhynchus kisutch,57,0,0,SINE
Oncorhynchus kisutch,58,8.1e-05,3.40924166472422e-06,SINE
Oncorhynchus kisutch,59,0,0,SINE
Oncorhynchus kisutch,60,0,0,SINE
Oncorhynchus kisutch,61,0,0,SINE
Oncorhynchus kisutch,62,0,0,SINE
Oncorhynchus kisutch,63,0,0,SINE
Oncorhynchus kisutch,64,0,0,SINE
Oncorhynchus kisutch,65,0,0,SINE
Oncorhynchus kisutch,66,0,0,SINE
Oncorhynchus kisutch,67,0,0,SINE
Oncorhynchus kisutch,68,0,0,SINE
Oncorhynchus kisutch,69,0,0,SINE
Oncorhynchus kisutch,70,0,0,SINE
Oncorhynchus kisutch,0,8.577866,0.361037261254584,Unknown
Oncorhynchus kisutch,1,6.191107,0.260579999199577,Unknown
Oncorhynchus kisutch,2,9.232162,0.388576189455354,Unknown
Oncorhynchus kisutch,3,15.086435,0.634979046594491,Unknown
Oncorhynchus kisutch,4,21.685849,0.912744443774297,Unknown
Oncorhynchus kisutch,5,29.677731,1.24911798814417,Unknown
Oncorhynchus kisutch,6,34.068917,1.43394038652384,Unknown
Oncorhynchus kisutch,7,32.05741,1.34927725722404,Unknown
Oncorhynchus kisutch,8,31.013335,1.30533276350679,Unknown
Oncorhynchus kisutch,9,32.016208,1.34754308963058,Unknown
Oncorhynchus kisutch,10,26.798119,1.12791683742022,Unknown
Oncorhynchus kisutch,11,24.64194,1.03716454997079,Unknown
Oncorhynchus kisutch,12,22.956684,0.96623313057664,Unknown
Oncorhynchus kisutch,13,20.136331,0.847526155800962,Unknown
Oncorhynchus kisutch,14,16.783413,0.706403837973754,Unknown
Oncorhynchus kisutch,15,14.52222,0.611231573929523,Unknown
Oncorhynchus kisutch,16,13.1319,0.552713834777679,Unknown
Oncorhynchus kisutch,17,11.060988,0.465550384476724,Unknown
Oncorhynchus kisutch,18,10.013397,0.421457904417586,Unknown
Oncorhynchus kisutch,19,8.602997,0.362095010048117,Unknown
Oncorhynchus kisutch,20,7.448403,0.313498837571072,Unknown
Oncorhynchus kisutch,21,6.339243,0.266814955042115,Unknown
Oncorhynchus kisutch,22,5.280656,0.222259659904641,Unknown
Oncorhynchus kisutch,23,4.629161,0.194838624122425,Unknown
Oncorhynchus kisutch,24,4.520431,0.190262243305074,Unknown
Oncorhynchus kisutch,25,4.630989,0.194915563551599,Unknown
Oncorhynchus kisutch,26,2.715789,0.114305938412342,Unknown
Oncorhynchus kisutch,27,2.291694,0.0964560329333149,Unknown
Oncorhynchus kisutch,28,2.277345,0.0958520920858195,Unknown
Oncorhynchus kisutch,29,1.41195,0.0594281329445353,Unknown
Oncorhynchus kisutch,30,1.092172,0.0459688677462368,Unknown
Oncorhynchus kisutch,31,0.804384,0.033856042558488,Unknown
Oncorhynchus kisutch,32,0.605931,0.0255032742117038,Unknown
Oncorhynchus kisutch,33,0.462818,0.0194797334417819,Unknown
Oncorhynchus kisutch,34,0.351809,0.0148074308743823,Unknown
Oncorhynchus kisutch,35,0.269697,0.0113513857932238,Unknown
Oncorhynchus kisutch,36,0.226929,0.00955130619424941,Unknown
Oncorhynchus kisutch,37,0.181392,0.00763468103762538,Unknown
Oncorhynchus kisutch,38,0.185089,0.00779028556150792,Unknown
Oncorhynchus kisutch,39,0.113255,0.00476683536714002,Unknown
Oncorhynchus kisutch,40,0.080901,0.00340507481380067,Unknown
Oncorhynchus kisutch,41,0.055363,0.00233019563313737,Unknown
Oncorhynchus kisutch,42,0.042064,0.00177044865907357,Unknown
Oncorhynchus kisutch,43,0.029762,0.00125266482006818,Unknown
Oncorhynchus kisutch,44,0.018076,0.000760808053475988,Unknown
Oncorhynchus kisutch,45,0.014663,0.00061715692012162,Unknown
Oncorhynchus kisutch,46,0.00774,0.00032577198129587,Unknown
Oncorhynchus kisutch,47,0.007047,0.000296604024831007,Unknown
Oncorhynchus kisutch,48,0.002616,0.000110105878949612,Unknown
Oncorhynchus kisutch,49,0.005934,0.0002497585189935,Unknown
Oncorhynchus kisutch,50,0.000693,2.91679564648628e-05,Unknown
Oncorhynchus kisutch,51,0.001054,4.43622310446831e-05,Unknown
Oncorhynchus kisutch,52,0.001693,7.1257359733063e-05,Unknown
Oncorhynchus kisutch,53,0.00052,2.18864896994641e-05,Unknown
Oncorhynchus kisutch,54,0.000364,1.53205427896249e-05,Unknown
Oncorhynchus kisutch,55,0,0,Unknown
Oncorhynchus kisutch,56,0,0,Unknown
Oncorhynchus kisutch,57,0.000141,5.93460586081624e-06,Unknown
Oncorhynchus kisutch,58,0.000232,9.76474155822246e-06,Unknown
Oncorhynchus kisutch,59,0.000556,2.34017082171193e-05,Unknown
Oncorhynchus kisutch,60,0,0,Unknown
Oncorhynchus kisutch,61,0,0,Unknown
Oncorhynchus kisutch,62,0,0,Unknown
Oncorhynchus kisutch,63,0,0,Unknown
Oncorhynchus kisutch,64,0,0,Unknown
Oncorhynchus kisutch,65,0,0,Unknown
Oncorhynchus kisutch,66,0,0,Unknown
Oncorhynchus kisutch,67,0,0,Unknown
Oncorhynchus kisutch,68,0,0,Unknown
Oncorhynchus kisutch,69,0,0,Unknown
Oncorhynchus kisutch,70,0,0,Unknown
Oncorhynchus kisutch,0,2.019762,0.0850105773237867,Other
Oncorhynchus kisutch,1,0.631292,0.0265707035679887,Other
Oncorhynchus kisutch,2,0.973615,0.0409788743629688,Other
Oncorhynchus kisutch,3,0.48624,0.0204655514451297,Other
Oncorhynchus kisutch,4,0.352768,0.0148477946121165,Other
Oncorhynchus kisutch,5,0.832038,0.0350199829164668,Other
Oncorhynchus kisutch,6,1.001874,0.0421682788099249,Other
Oncorhynchus kisutch,7,1.29672,0.0545781710059406,Other
Oncorhynchus kisutch,8,1.458329,0.0613801973787112,Other
Oncorhynchus kisutch,9,1.501707,0.0632059515136792,Other
Oncorhynchus kisutch,10,1.298532,0.0546544370046626,Other
Oncorhynchus kisutch,11,1.150907,0.0484409888471945,Other
Oncorhynchus kisutch,12,0.955487,0.0402158776605228,Other
Oncorhynchus kisutch,13,0.714523,0.0300738466914042,Other
Oncorhynchus kisutch,14,0.573241,0.0241273716188664,Other
Oncorhynchus kisutch,15,0.649578,0.027340350396151,Other
Oncorhynchus kisutch,16,0.447932,0.0188531905847315,Other
Oncorhynchus kisutch,17,0.420601,0.0177028451040083,Other
Oncorhynchus kisutch,18,0.318519,0.0134062746395839,Other
Oncorhynchus kisutch,19,0.316731,0.0133310187865403,Other
