"species","chromnum.1n","chromnum.source","chromnum.database","is.estimate","asmbly.size.Mbp","beta","pval.beta","rsq","cv","weightcv","clade","class","order","family","est.gnsz.Mbp","est.gnsz.source","est.gnsz.db","repcontent.Mbp","repcontent.percentcoverage","k2p.mean","k2p.median"
"Gasterosteus aculeatus",21,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",NA,471.877818,59.1760678131032,1.85429953805951e-08,0.801441293061449,0.127897898255533,0.11722706452999,"Actinopterygii","Actinopterygii","Scorpaeniformes","Gasterosteidae",567.24,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Geospiza fortis",40,"Jo 1983","Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",NA,1065.292181,9.71670829331635,0.00158079979079935,0.496746735047041,0.345975238578919,0.3129957052077,"Sauria","Aves","Passeriformes","Thraupidae",NA,NA,NA,NA,NA,NA,NA
"Gopherus agassizii",26,"Atkin, N.B., G. Mattinson, W. Be√ßak, and S. Ohno (1965). The comparative DNA content of 19 species of placental mammals, reptiles, and birds. Chromosoma 17: 1-10.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gopherus evgoodei",26,"Dowler, R. C., & Bickham, J. W. (1982). Chromosomal relationships of the tortoises (family Testudinidae). Genetica, 58(3), 189ÔøΩ197. https://doi.org/10.1007/bf00128013","",NA,2298.547364,6.20112051542307,3.53127465217404e-15,0.943049296083285,0.423293914971715,0.349010761424592,"Sauria","Reptilia","Testudines","Testudinidae",2299,"«ilingir, F. G., AíBear, L., Hansen, D., Davis, L. R., Bunbury, N., Ozgul, A., Croll, D., & Grossen, C. (2022). Chromosome-level genome assembly for the Aldabra giant tortoise enables insights into the genetic health of a threatened population. GigaScience, 11. https://doi.org/10.1093/gigascience/giac090","",NA,NA,NA,NA
"Gorilla gorilla",24,"Pellicciari, C., E. Ronchetti, D. Formenti, R. Stanyon, and M.G. Manfredi Romanini (1990a). Genome size and ""C-heterochromatic-DNA"" in man and the African apes. Human Evolution 5: 261-267.","",NA,3063.346382,7.8322928318734,5.58330233238688e-05,0.529521472068438,0.450196451327916,0.365980723806765,"Mammalia","Mammalia","Primates","Hominidae",3442.56,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Gouania willdenowi",23,"Arai, R. (2011). Fish karyotypes: a check list. Springer Science & Business Media.;Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.","Rom·n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333ñ1339. https://doi.org/10.1111/jeb.13884",TRUE,937.150793,23.7632824802071,1.70651490775776e-09,0.828512941900822,0.130879056151348,0.11880510907376,"Actinopterygii","Actinopterygii","Gobiesociformes","Gobiesocidae",NA,NA,NA,NA,NA,NA,NA
"Haplochromis burtoni",20,"Lang, M., T. Miyake, I. Braasch, D. Tinnemore, N. Siegel, W. Salzburger, C.T. Amemiya, A. Meyer (2006). A BAC library of the East African haplochromine cichlid fish Astatotilapia burtoni. Journal of Experimental Zoology (Molecular Development and Evolution) 306B: 35-44.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heterocephalus glaber",30,"Deuve, J. L. (2008). Cytosystematics, Sex Chromosome Translocations and Speciation In African Mole-Rats (Bathyergidae: Rodentia).","",NA,2500.134508,7.54687892205767,0.000334017578221863,0.363128969706031,0.584585531379088,0.430762234282276,"Mammalia","Mammalia","Rodentia","Heterocephalidae",2836.2,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Kˆhler, and R.L. Honeycutt (2002). Gradual and quantum genome size shifts in the hystricognath rodents. Journal of Evolutionary Biology 16: 163-169.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Hippocampus comes",22,"Li, C., Olave, M., Hou, Y., Qin, G., Schneider, R. F., Gao, Z., Tu, X., Wang, X., Qi, F., Nater, A., Kautt, A. F., Wan, S., Zhang, Y., Liu, Y., Zhang, H., Zhang, B., Zhang, H., Qu, M., Liu, S., & Chen, Z. (2021). Genome sequences reveal global dispersal routes and suggest convergent genetic adaptations in seahorse evolution. Nature Communications, 12(1). https://doi.org/10.1038/s41467-021-21379-x","",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homo sapiens",23,"Schoch CL, et al. NCBI Taxonomy: a comprehensive update on curation, resources and tools. Database (Oxford). 2020: baaa062. PubMed: 32761142 PMC: PMC7408187.","",NA,3099.734149,15.2287266940588,3.94861414428305e-06,0.627708566717051,0.409504703236459,0.331265618153188,"Mammalia","Mammalia","Primates","Hominidae",3423,"Schoch CL, et al. NCBI Taxonomy: a comprehensive update on curation, resources and tools. Database (Oxford). 2020: baaa062. PubMed: 32761142 PMC: PMC7408187.","",NA,NA,NA,NA
"Hucho hucho",41,"Ocalewicz, K., Woznicki, P., & Jankun, M. (2007). Mapping of rRNA genes and telomeric sequences in Danube salmon (Hucho hucho) chromosomes using primed in situ labeling technique (PRINS). Genetica, 134(2), 199ÔøΩ203. https://doi.org/10.1007/s10709-007-9225-7","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ictalurus punctatus",28,"Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.","",NA,1036.985268,33.9528383251854,1.74390844083857e-12,0.835379039820297,0.1008526098395,0.099792856512345,"Actinopterygii","Actinopterygii","Siluriformes","Ictaluridae",1026.9,"Tiersch, T.R. and C.A. Goudie (1993). Inheritance and variation of genome size in half-sib families of hybrid catfishes. Journal of Heredity 84: 122-125.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Ictidomys tridecemlineatus",17,"Feldhamer, G. A., Thompson, B. C., & Chapman, J. A. (2003). Wild mammals of North America : biology, management, and conservation. Johns Hopkins University Press.","",NA,2478.39377,6.62428979009161,0.000777893217717284,0.301137569667984,0.425732841147407,0.426178625490282,"Mammalia","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"Jaculus jaculus",24,"Ben Faleh, A., Ben Othmen, A., Said, K., & Granjon, L. (2010). Karyotypic Variation in Two Species of Jerboas Jaculus jaculus and Jaculus orientalis (Rodentia, Dipodidae) from Tunisia. Folia Biologica, 58(3), 229ÔøΩ236. https://doi.org/10.3409/fb58_3-4.229-236","",NA,2835.233679,8.7588513342367,1.71976995067111e-12,0.664764270683566,0.316369265514705,0.311304582566469,"Mammalia","Mammalia","Rodentia","Dipodidae",NA,NA,NA,NA,NA,NA,NA
"Junco hyemalis",41,"Shields 1973; BeÁak et al. 1975","Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",NA,958.315288,9.74041272705567,2.05726469831818e-16,0.973304712866517,0.319176970346796,0.34232082317362,"Sauria","Aves","Passeriformes","Passerellidae",NA,NA,NA,NA,NA,NA,NA
"Kryptolebias marmoratus",24,"Scheel, J. J. (1972). Rivuline Karyotypes and their Evolution (Rivulinae, Cyprinodontidae, Pisces). Journal of Zoological Systematics & Evolutionary Research, 10(1), 180ÔøΩ209. https://doi.org/10.1111/j.1439-0469.1972.tb00797.x","",NA,680.349455,31.7385842013461,0.740088892488095,0.157624673040808,0.152976032841508,0.127297057268619,"Actinopterygii","Actinopterygii","Cyprinodontiformes","Rivulidae",755.646977,"Rhee, J.-S., Choi, B.-S., Kim, J., Kim, B.-M., Lee, Y.-M., Kim, I.-C., Kanamori, A., Choi, I.-Y., Schartl, M., & Lee, J.-S. (2017). Diversity, distribution, and significance of transposable elements in the genome of the only selfing hermaphroditic vertebrate Kryptolebias marmoratus. Scientific Reports, 7(1), 40121. https://doi.org/10.1038/srep40121","",NA,NA,NA,NA
"Labrus bergylta",24,"Arai, R. (2011). Fish karyotypes: a check list. Springer Science & Business Media.; Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.; Libertini, A., S. Malavasi, P. Torricelli, and P. Franzoi (2008). Unpublished data ","Rom·n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333ñ1339. https://doi.org/10.1111/jeb.13884",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Larimichthys crocea",24,"Guo, D.-D., Liu, F., Niu, B.-L., Zhan, W., Xie, Q.-P., Zhang, Y., & Lou, B. (2022). Establishment of diploid hybrid strains derived from female Larimichthys crocea √ó male Larimichthys polyactis and transmission of parental mtDNA in hybrid progenies. Aquaculture, 561, 738693‚Äì738693. https://doi.org/10.1016/j.aquaculture.2022.738693","",NA,657.923191,35.6860066974885,4.36179493702924e-10,0.863076696070018,0.147325004565631,0.145607631069463,"Actinopterygii","Actinopterygii","Acanthuriformes","Sciaenidae",708.47,"Chen, B., Zhou, Z., Ke, Q., Wu, Y., Bai, H., Pu, F., & Xu, P. (2019). The sequencing and de novo assembly of the Larimichthys crocea genome using PacBio and Hi-C technologies. Scientific Data, 6(1). https://doi.org/10.1038/s41597-019-0194-3","",106.225503,16.1455781545782,11.568688660387,11.4039160465139
"Lates calcarifer",24,"Khuda-Bukhsh A.R. (1979) Chromosomes in three species of fishes, Aplocheilus panchax (Cyrinodontidae), Lates calcerifer (Percidae), and Gadusia chapra (Clupeidae). Caryologia. 32: 161-169.","",NA,668.464831,30.2286307385645,0.237062986794065,0.582072886119593,0.136824639628321,0.110310439533727,"Actinopterygii","Actinopterygii","Perciformes","Latidae",684.6,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Laticauda laticaudata",20,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latimeria chalumnae",24,"Cimino, M.C. (1974). The nuclear DNA content of diploid and triploid Poeciliopsis and other poeciliid fishes with reference to the evolution of unisexual forms. Chromosoma 47: 297-307.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lepidothrix coronata",39,"Degrandi et al. 2011","Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",TRUE,1079.577334,11.1615957945614,0.0589182691915809,0.287470477781959,0.306161573048522,0.292123188349112,"Sauria","Aves","Passeriformes","Pipridae",NA,NA,NA,NA,NA,NA,NA
"Lepisosteus oculatus",34,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.","",NA,945.861706,19.6832612988181,7.99894148893814e-14,0.915327162528239,0.173551577686519,0.163487258623504,"Actinopterygii","Actinopterygii","Lepisosteiformes","Lepisosteidae",1359.42,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",153.80067,16.2603760173794,15.0336280264579,15.3849523119412
"Leptobrachium leishanense",13,"Li, J., Yu, H., Wang, W., Fu, C., Zhang, W., Han, F., & Wu, H. (2019). Genomic and transcriptomic insights into molecular basis of sexually dimorphic nuptial spines in Leptobrachium leishanense. Nature Communications, 10(1). https://doi.org/10.1038/s41467-019-13531-5","",NA,3549.060464,6.31579004363129,5.00162475464479e-09,0.959850946850979,0.189680327598495,0.184793007432297,"Others","Amphibia","Anura","Megophryidae",3560,"Li, J., Yu, H., Wang, W., Fu, C., Zhang, W., Han, F., & Wu, H. (2019). Genomic and transcriptomic insights into molecular basis of sexually dimorphic nuptial spines in Leptobrachium leishanense. Nature Communications, 10(1). https://doi.org/10.1038/s41467-019-13531-5","",2536.828077,71.478863285999,10.0496564351925,8.44483941924535
"Lonchura striata domestica",39,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.","",NA,1060.152893,24.8206007728598,0.498182620212394,0.502854717985014,0.563335850865609,0.423004081527715,"Sauria","Aves","Passeriformes","Estrildidae",1388.76,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Loxodonta africana",28,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","",NA,3196.743967,5.19374271138855,4.33165653606479e-14,0.655177116921084,0.540315008016769,0.46132517740429,"Mammalia","Mammalia","Proboscidea","Elephantidae",4352.1,"Kasai, F., P.C.M. O'Brien, and M.A. Ferguson-Smith (2013). Afrotheria genome: overestimation of genome size and distinct chromosome GC content revealed by flow karyotyping. Genomics 102: 468-471.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1639.752807,51.2944678687807,14.960576251052,14.2877924901048
"Lynx canadensis",19,"Genest, F. B., Morisset, P., & Patenaude, R. P. (1987). Chromosomes du Lynx roux, Lynx rufus. Canadian Journal of Zoology, 65(12), 3192ÔøΩ3196. https://doi.org/10.1139/z87-479","",NA,2408.883772,5.08249578363529,0.00112600506989634,0.47354112073229,0.417679808000919,0.358402460199563,"Mammalia","Mammalia","Carnivora","Felidae",NA,NA,NA,NA,NA,NA,NA
"Macaca fascicularis",21,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.","",NA,2906.138557,9.55819725170725,0.000191272347058888,0.50947385104602,0.422838270154613,0.340591357154641,"Mammalia","Mammalia","Primates","Cercopithecidae",3374.1,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1292.584342,44.4777259118138,16.4954009616186,16.1185212512289
"Macaca mulatta",21,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","",NA,2971.314966,5.4540139981576,2.15538696053515e-05,0.602822717914355,0.34350760584964,0.285902081867861,"Mammalia","Mammalia","Primates","Cercopithecidae",3511.02,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1574.25738,52.9818413064191,19.1694633357857,21.043620791745
"Macaca nemestrina",21,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","",NA,2948.703511,7.47365679216554,0.000158518964158256,0.303059015843824,0.492342767661102,0.465286827901229,"Mammalia","Mammalia","Primates","Cercopithecidae",3481.68,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1175.213754,39.8552702777991,16.6390075145428,16.0828598650632
"Malurus cyaneus samueli",36,"Pe√±alba, J. V., Deng, Y., Fang, Q., Joseph, L., Moritz, C., & Cockburn, A. (2020). Genome of an iconic Australian bird: High‚Äêquality assembly and linkage map of the superb fairy‚Äêwren ( Malurus cyaneus ). Molecular Ecology Resources, 20(2), 560‚Äì578. https://doi.org/10.1111/1755-0998.13124","",NA,1078.874851,9.30850203555508,6.03060389337277e-14,0.951509197055715,0.319747468269594,0.329611834552952,"Sauria","Aves","Passeriformes","Maluridae",1070,"PeÒalba, J. V., Deng, Y., Fang, Q., Joseph, L., Moritz, C., & Cockburn, A. (2020a). Genome of an iconic Australian bird: High?quality assembly and linkage map of the superb fairy?wren (Malurus cyaneus). Molecular Ecology Resources, 20(2), 560ñ578. https://doi.org/10.1111/1755-0998.13124","",NA,NA,NA,NA
"Manacus vitellinus",39,"Degrandi et al. 2011","Rom·n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333ñ1339. https://doi.org/10.1111/jeb.13884",TRUE,1213.15036,7.40430657137906,1.01893329861456e-08,0.683035281795572,0.372245480888025,0.372206135317466,"Sauria","Aves","Passeriformes","Pipridae",NA,NA,NA,NA,NA,NA,NA
"Mandrillus leucophaeus",21,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.","Rom·n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333ñ1339. https://doi.org/10.1111/jeb.13884",TRUE,3061.99284,26.4642640233748,0.00660961058154411,0.674906878834339,0.406351072461823,0.362371084722245,"Mammalia","Mammalia","Primates","Haplorhini",NA,NA,NA,NA,NA,NA,NA
"Marmota marmota marmota",19,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","",NA,2510.587379,8.75758269451407,3.16889610974443e-06,0.457243215522583,0.420962656607141,0.405535134489401,"Mammalia","Mammalia","Rodentia","Sciuridae",NA,NA,NA,NA,NA,NA,NA
"Mastacembelus armatus",24,"Kushwaha, B., N. S. Nagpure, S. Srivastava, M. Pandey, R. Kumar, S. Raizada, S. Agarwal, M. Singh, V. S. Basheer, R. G. Kumar, P. Das, S. P. Das, S. Patnaik, A. Bit, S. K. Srivastava, A. L. Vishwakarma, C. G. Joshi, D. Kumar, and J. K. Jena (2023). Genome size estimation and its associations with body length, chromosome number and evolution in teleost fishes. Gene 864: 147294.","",NA,591.935101,32.7197714823545,0.000159278086243906,0.484282698797461,0.151777401646145,0.150125979060115,"Actinopterygii","Actinopterygii","Synbranchiformes","Mastacembelidae",674.82,"Kushwaha, B., N. S. Nagpure, S. Srivastava, M. Pandey, R. Kumar, S. Raizada, S. Agarwal, M. Singh, V. S. Basheer, R. G. Kumar, P. Das, S. P. Das, S. Patnaik, A. Bit, S. K. Srivastava, A. L. Vishwakarma, C. G. Joshi, D. Kumar, and J. K. Jena (2023). Genome size estimation and its associations with body length, chromosome number and evolution in teleost fishes. Gene 864: 147294.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",101.475398,17.1429938566863,9.87449498843059,7.4783373431107
"Maylandia zebra",22,"Salzburger, W. (2018). Understanding explosive diversification through cichlid fish genomics. Nature Reviews Genetics, 19(11), 705ÔøΩ717. https://doi.org/10.1038/s41576-018-0043-9","",NA,957.46868,28.3343168749028,9.87705357426362e-08,0.765764037763337,0.139413632751928,0.128998629994865,"Actinopterygii","Actinopterygii","Cichliformes","Cichlidae",NA,NA,NA,NA,NA,NA,NA
"Meleagris gallopavo",40,"Vendrely, R. and C. Vendrely (1950). Sur la teneur absolue en acide d√©soxyribonucl√©ique du noyau cellulaire chez quelques esp√®ces d'oiseaux et de poissons. Comptes Rendus de l'Acad√©mie des Sciences 230: 788-790.","",NA,1115.457962,10.3865339238526,3.11857547899212e-13,0.942379607006256,0.361092611079624,0.362551894106904,"Sauria","Aves","Galliformes","Phasianidae",1281.18,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",147.993863,13.267542842641,15.8268118861118,16.0192174069619
"Melopsittacus undulatus",31,"Van Dongen, M. W. M., & De Boer, L. E. M. (1984). Chromosome studies of 8 species of parrots of the families Cacatuidae and Psittacidae (Aves: Psittaciformes). Genetica, 65(1), 109‚Äì117. https://doi.org/10.1007/bf00056770","",NA,1171.617451,7.51525612257035,4.36072004340505e-05,0.764045454967731,0.410126904132508,0.344238594249813,"Sauria","Aves","Psittaciformes","Psittaculidae",1193.16,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",155.978568,13.313097023851,15.4566757017541,12.0004543409109
"Meriones unguiculatus",22,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mesocricetus auratus",22,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","",NA,2504.908775,11.5733281755682,4.63098441932486e-12,0.683777224085503,0.42758377401321,0.417743643105129,"Mammalia","Mammalia","Rodentia","Cricetidae",3354.54,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",622.550112,24.8532049635221,19.4734253473237,20.2291557307584
"Microcebus murinus",33,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","",NA,2487.392024,9.33981040835549,7.78198046096323e-09,0.676273458049612,0.549842084229467,0.388422485303741,"Mammalia","Mammalia","Primates","Cheirogaleidae",3051.36,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Microtus ochrogaster",27,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von W√ºhlm√§usen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung f√ºr Verebungsforschung 43: 88-91.","",NA,2287.340943,10.5695541328567,9.43492992183812e-15,0.806208409677141,0.292813252250643,0.282471468907727,"Mammalia","Mammalia","Rodentia","Cricetidae",2806.86,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von W¸hlm‰usen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung f¸r Verebungsforschung 43: 88-91.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Mola mola",23,"Nakatsubo, T. (2008). A study on the reproductive biology of ocean sunfish Mola mola. https://www.oceansunfish.org/NakatsuboDissertationsSum.pdf","",NA,639.451992,29.4933189124148,6.81540873595006e-06,0.727728092104674,0.205998408928209,0.184626915228967,"Actinopterygii","Actinopterygii","Tetraodontiformes","Molidae",821.52,"Brainerd, E.L., S.S. Slutz, E.K. Hall, and R.W. Phillis (2001). Patterns of genome size evolution in tetraodontiform fishes. Evolution 55: 2363-2368.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Monodelphis domestica",9,"de A. Carvalho, B., & Mattevi, M. S. (2000). (T2AG3)n telomeric sequence hybridization suggestive of centric fusion in karyotype marsupials evolution. Genetica, 108(3), 205ÔøΩ210. https://doi.org/10.1023/a:1004157915077","",NA,3600.487649,10.0171855353623,3.01417633816517e-06,0.962507567610773,0.162180193607389,0.112020394784918,"Mammalia","Mammalia","Didelphimorphia","Didelphidae",3550,"Mikkelsen, T. S., Wakefield, M. J., Aken, B., Amemiya, C. T., Chang, J. L., Duke, S., Garber, M., Gentles, A. J., Goodstadt, L., Heger, A., Jurka, J., Kamal, M., Mauceli, E., Searle, S. M. J., Sharpe, T., Baker, M. L., Batzer, M. A., Benos, P. V., Belov, K., & Clamp, M. (2007). Genome of the marsupial Monodelphis domestica reveals innovation in non-coding sequences. Nature, 447(7141), 167ñ177. https://doi.org/10.1038/nature05805","",NA,NA,NA,NA
"Monodon monoceros",22,"Jarrell, G. H., & √Årnason, √ö. (2009). Banded karyotypes of a belukha whale, Delphinapterus leucas. Hereditas, 95(1), 37‚Äì41. https://doi.org/10.1111/j.1601-5223.1981.tb01326.x","",NA,2355.574979,8.11332228770999,0.000388800185876607,0.474972869221355,0.442019370534999,0.369519219442842,"Mammalia","Mammalia","Artiodactyla","Monodontidae",NA,NA,NA,NA,NA,NA,NA
"Monopterus albus",12,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moschus moschiferus",9,"Svartman, M., & Vianna-Morgante, A. M. (2003). Conservation of chromosomal location of nucleolus organizer in American marsupials (Didelphidae). Genetica, 118(1), 11ÔøΩ16. https://doi.org/10.1023/a:1022986600017","",NA,3069.608437,8.69041175828338,0.348983847085714,0.0549829382989352,0.620901607710023,0.614216691977373,"Mammalia","Mammalia","Artiodactyla","Moschidae",NA,NA,NA,NA,NA,NA,NA
