species,class,order,family,chromnum.1n,chromnum.est,chromnum.source,chromnum.database,est.gnsz.Mbp,est.gnsz.source,est.gnsz.db
Lepidothrix coronata,Aves,Passeriformes,Pipridae,NA,39,Degrandi et al. 2011,"Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",NA,NA,NA
Lepisosteus oculatus,Actinopterygii,Lepisosteiformes,Lepisosteidae,34,NA,"Ojima, Y. and K. Yamamoto (1990). Cellular DNA contents of fishes determined by flow cytometry. La Kromosomo II 57: 1871-1888.",,1359.42,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Leptobrachium leishanense,Amphibia,Anura,Megophryidae,13,NA,"Li, J., Yu, H., Wang, W., Fu, C., Zhang, W., Han, F., & Wu, H. (2019). Genomic and transcriptomic insights into molecular basis of sexually dimorphic nuptial spines in Leptobrachium leishanense. Nature Communications, 10(1). https://doi.org/10.1038/s41467-019-13531-5",,3560,"Li, J., Yu, H., Wang, W., Fu, C., Zhang, W., Han, F., & Wu, H. (2019). Genomic and transcriptomic insights into molecular basis of sexually dimorphic nuptial spines in Leptobrachium leishanense. Nature Communications, 10(1). https://doi.org/10.1038/s41467-019-13531-5",
Lonchura striata domestica,Aves,Passeriformes,Estrildidae,39,NA,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.",,1388.76,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Loxodonta africana,Mammalia,Proboscidea,Elephantidae,28,NA,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,4352.1,"Kasai, F., P.C.M. O'Brien, and M.A. Ferguson-Smith (2013). Afrotheria genome: overestimation of genome size and distinct chromosome GC content revealed by flow karyotyping. Genomics 102: 468-471.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Lynx canadensis,Mammalia,Carnivora,Felidae,19,NA,"Genest, F. B., Morisset, P., & Patenaude, R. P. (1987). Chromosomes du Lynx roux, Lynx rufus. Canadian Journal of Zoology, 65(12), 3192�3196. https://doi.org/10.1139/z87-479",,NA,NA,NA
Macaca fascicularis,Mammalia,Primates,Cercopithecidae,21,NA,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.",,3374.1,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Macaca mulatta,Mammalia,Primates,Cercopithecidae,21,NA,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.",,3511.02,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Macaca nemestrina,Mammalia,Primates,Cercopithecidae,21,NA,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.",,3481.68,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Malaclemys terrapin pileata,Reptilia,NA,NA,25,NA,"Stock, A. D. (1972). Karyological relationships in turtles (Reptilia: Chelonia).�Canadian Journal of Genetics and Cytology,�14(4), 859-868.",NA,NA,NA,NA
Malurus cyaneus samueli,Aves,Passeriformes,Maluridae,36,NA,"Peñalba, J. V., Deng, Y., Fang, Q., Joseph, L., Moritz, C., & Cockburn, A. (2020). Genome of an iconic Australian bird: High‐quality assembly and linkage map of the superb fairy‐wren ( Malurus cyaneus ). Molecular Ecology Resources, 20(2), 560–578. https://doi.org/10.1111/1755-0998.13124",,1070,"Pe�alba, J. V., Deng, Y., Fang, Q., Joseph, L., Moritz, C., & Cockburn, A. (2020a). Genome of an iconic Australian bird: High?quality assembly and linkage map of the superb fairy?wren (Malurus cyaneus). Molecular Ecology Resources, 20(2), 560�578. https://doi.org/10.1111/1755-0998.13124",
Manacus vitellinus,Aves,Passeriformes,Pipridae,NA,39,Degrandi et al. 2011,"Rom�n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333�1339. https://doi.org/10.1111/jeb.13884",NA,NA,NA
Mandrillus leucophaeus,Mammalia,Primates,Haplorhini,NA,21,"Formenti, D., S. Garagna, G.F. De Stefano, and C. Pellicciari (1983). Variazioni del contenuto nucleare in DNA negli Hominoidea. Antropologia Contemporanea 6: 219-224; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.","Rom�n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333�1339. https://doi.org/10.1111/jeb.13884",NA,NA,NA
Marmota marmota marmota,Mammalia,Rodentia,Sciuridae,19,NA,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,NA,NA,NA
Mastacembelus armatus,Actinopterygii,Synbranchiformes,Mastacembelidae,24,NA,"Kushwaha, B., N. S. Nagpure, S. Srivastava, M. Pandey, R. Kumar, S. Raizada, S. Agarwal, M. Singh, V. S. Basheer, R. G. Kumar, P. Das, S. P. Das, S. Patnaik, A. Bit, S. K. Srivastava, A. L. Vishwakarma, C. G. Joshi, D. Kumar, and J. K. Jena (2023). Genome size estimation and its associations with body length, chromosome number and evolution in teleost fishes. Gene 864: 147294.",,674.82,"Kushwaha, B., N. S. Nagpure, S. Srivastava, M. Pandey, R. Kumar, S. Raizada, S. Agarwal, M. Singh, V. S. Basheer, R. G. Kumar, P. Das, S. P. Das, S. Patnaik, A. Bit, S. K. Srivastava, A. L. Vishwakarma, C. G. Joshi, D. Kumar, and J. K. Jena (2023). Genome size estimation and its associations with body length, chromosome number and evolution in teleost fishes. Gene 864: 147294.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Mauremys mutica,Reptilia,NA,NA,26,NA,"Stock, A. D. (1972). Karyological relationships in turtles (Reptilia: Chelonia).�Canadian Journal of Genetics and Cytology,�14(4), 859-868.",NA,NA,NA,NA
Mauremys reevesii,Reptilia,NA,NA,26,NA,"Stock, A. D. (1972). Karyological relationships in turtles (Reptilia: Chelonia).�Canadian Journal of Genetics and Cytology,�14(4), 859-868.",NA,NA,NA,NA
Maylandia zebra,Actinopterygii,Cichliformes,Cichlidae,22,NA,"Salzburger, W. (2018). Understanding explosive diversification through cichlid fish genomics. Nature Reviews Genetics, 19(11), 705�717. https://doi.org/10.1038/s41576-018-0043-9",,NA,NA,NA
Meleagris gallopavo,Aves,Galliformes,Phasianidae,40,NA,"Vendrely, R. and C. Vendrely (1950). Sur la teneur absolue en acide désoxyribonucléique du noyau cellulaire chez quelques espèces d'oiseaux et de poissons. Comptes Rendus de l'Académie des Sciences 230: 788-790.",,1281.18,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Melopsittacus undulatus,Aves,Psittaciformes,Psittaculidae,31,NA,"Van Dongen, M. W. M., & De Boer, L. E. M. (1984). Chromosome studies of 8 species of parrots of the families Cacatuidae and Psittacidae (Aves: Psittaciformes). Genetica, 65(1), 109–117. https://doi.org/10.1007/bf00056770",,1193.16,"Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Meriones unguiculatus,Mammalia,Rodentia,Muridae,22,NA,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.",,NA,,
Mesocricetus auratus,Mammalia,Rodentia,Cricetidae,22,NA,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,3354.54,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Microcebus murinus,Mammalia,Primates,Cheirogaleidae,33,NA,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.",,3051.36,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Microtus ochrogaster,Mammalia,Rodentia,Cricetidae,27,NA,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von Wühlmäusen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung für Verebungsforschung 43: 88-91.",,2806.86,"Schmid, W. and M.F. Leppert (1968). Karyotyp, Heterochromatin und DNS-Werte bei 13 Arten von W�hlm�usen (Microtinae, Mammalia-Rodentia). Archiv der Julius Klaus - Stiftung f�r Verebungsforschung 43: 88-91.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Mola mola,Actinopterygii,Tetraodontiformes,Molidae,23,NA,"Nakatsubo, T. (2008). A study on the reproductive biology of ocean sunfish Mola mola. https://www.oceansunfish.org/NakatsuboDissertationsSum.pdf",,821.52,"Brainerd, E.L., S.S. Slutz, E.K. Hall, and R.W. Phillis (2001). Patterns of genome size evolution in tetraodontiform fishes. Evolution 55: 2363-2368.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Monodelphis domestica,Mammalia,Didelphimorphia,Didelphidae,9,NA,"de A. Carvalho, B., & Mattevi, M. S. (2000). (T2AG3)n telomeric sequence hybridization suggestive of centric fusion in karyotype marsupials evolution. Genetica, 108(3), 205�210. https://doi.org/10.1023/a:1004157915077",,3550,"Mikkelsen, T. S., Wakefield, M. J., Aken, B., Amemiya, C. T., Chang, J. L., Duke, S., Garber, M., Gentles, A. J., Goodstadt, L., Heger, A., Jurka, J., Kamal, M., Mauceli, E., Searle, S. M. J., Sharpe, T., Baker, M. L., Batzer, M. A., Benos, P. V., Belov, K., & Clamp, M. (2007). Genome of the marsupial Monodelphis domestica reveals innovation in non-coding sequences. Nature, 447(7141), 167�177. https://doi.org/10.1038/nature05805",
Monodon monoceros,Mammalia,Artiodactyla,Monodontidae,22,NA,"Jarrell, G. H., & Árnason, Ú. (2009). Banded karyotypes of a belukha whale, Delphinapterus leucas. Hereditas, 95(1), 37–41. https://doi.org/10.1111/j.1601-5223.1981.tb01326.x",,NA,NA,NA
Monopterus albus,Actinopterygii,Synbranchiformes,Synbranchidae,12,NA,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.",,NA,,
Moschus moschiferus,Mammalia,Artiodactyla,Moschidae,9,NA,"Svartman, M., & Vianna-Morgante, A. M. (2003). Conservation of chromosomal location of nucleolus organizer in American marsupials (Didelphidae). Genetica, 118(1), 11�16. https://doi.org/10.1023/a:1022986600017",,NA,NA,NA
Mugilogobius chulae,Actinopterygii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus caroli,Mammalia,Rodentia,Muridae,20,NA,"Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",,2953.56,"Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Mus musculus,Mammalia,Rodentia,Muridae,20,NA,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,3178.5,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Mus pahari,Mammalia,Rodentia,Muridae,24,NA,"Veyrunes, F., Dobigny, G., Yang, F., O�Brien, P. C. M., Catalan, J., Robinson, T. L., & Britton-Davidian, J. (2006). Phylogenomics of the genus Mus (Rodentia; Muridae): extensive genome repatterning is not restricted to the house mouse. Royal Society, 273(1604), 2925�2934. https://doi.org/10.1098/rspb.2006.3670",,NA,NA,NA
Mus spicilegus,Mammalia,Rodentia,Muridae,20,NA,"Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",,NA,,
Mus spretus,Mammalia,Rodentia,Muridae,20,NA,"Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.",,3599.04,"Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Mustela putorius furo,Mammalia,Carnivora,Mustelidae,20,NA,"Hsu T.C., Benirschke K. (1969) An Atlas of Mammalian Chromosomes, Volume 3, Springer-Verlag, New York.",,2748.18,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Myotis daubentonii,Mammalia,NA,NA,22,NA,"Volleth, M., & Heller, K. G. (2012). Variations on a theme: karyotype comparison in Eurasian Myotis species and implications for phylogeny.�Vespertilio,�16, 329-350.",NA,NA,NA,NA
Myotis lucifugus,Mammalia,Chiroptera,Vespertilionidae,22,NA,"Fenton, M. B., & Barclay, R. M. R. (1980). Myotis lucifugus. Mammalian Species, 142, 1. https://doi.org/10.2307/3503792",,2210.28,"Smith, J.D.L., J.W. Bickham, and T.R. Gregory (2013). Patterns of genome size diversity in bats (order Chiroptera). Genome 56: 457�472.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Myripristis murdjan,Actinopterygii,Beryciformes,Holocentridae,24,NA,"Manoel Galetti, P., Franco Molina, W., Roberto A. M. Affonso, P., & Teixeira Aguilar, C. (2006). Assessing Genetic Diversity of Brazilian Reef Fishes by Chromosomal and DNA Markers. Genetica, 126(1-2), 161�177. https://doi.org/10.1007/s10709-005-1446-z",,NA,NA,NA
Naja naja,Reptilia,Squamata,Elapidae,19,NA,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,1480,"Li, A., Wang, J., Sun, K., Wang, S., Zhao, X., Wang, T., Xiong, L., Xu, W., Qiu, L., Shang, Y., Liu, R., Wang, S., & Lu, Y. (2021). Two Reference-Quality Sea Snake Genomes Reveal Their Divergent Evolution of Adaptive Traits and Venom Systems. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msab212",
Nannospalax galili,Mammalia,Rodentia,Spalacidae,26,NA,"Kandemir, ?., S�zen, M., Matur, F., Kankili�, T., Mart�nkov�, N., �olak, F., �zkurt, ?., & �olak, E. (2012). Phylogeny of species and cytotypes of mole rats (Spalacidae) in Turkey inferred from mitochondrial cytochromebgene sequences. BioOne, 61(1), 25�33. https://doi.org/10.25225/fozo.v61.i1.a5.2012",,NA,NA,NA
Neogobius melanostomus,Actinopterygii,Gobiiformes,Gobiidae,23,NA,"Ocalewicz, K., & Sapota, M. (2011). Cytogenetic characteristics of the round gobyNeogobius melanostomus(Pallas, 1814) (Teleostei: Gobiidae: Benthophilinae). Marine Biology Research, 7(2), 195–201. https://doi.org/10.1080/17451000.2010.489613",,1242.06,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Neolamprologus brichardi,Actinopterygii,Cichliformes,Cichlidae,22,NA,"Kuroiwa, A., Terai, Y., Kobayashi, N., Yoshida, K., Suzuki, M., Nakanishi, A., Matsuda, Y., Watanabe, M., & Okada, N. (2013). Construction of Chromosome Markers from the Lake Victoria Cichlid Paralabidochromis chilotes and Their Application to Comparative Mapping. Cytogenetic and Genome Research, 142(2), 112�120. https://doi.org/10.1159/000356128",,NA,NA,NA
Neovison vison,Mammalia,Carnivora,Mustelidae,15,NA,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,2700,"Skorupski, J. 70 years of research on the American mink (Neovison vison schreb., 1777) genetics - where are we now? Genetika 47, 357�373 (2015).",
Nomascus leucogenys,Mammalia,Primates,Hylobatidae,26,NA,"Carbone, L., Mootnick, A. R., Nadler, T., Moisson, P., Ryder, O., Roos, C., & de Jong, P. J. (2009). A Chromosomal Inversion Unique to the Northern White-Cheeked Gibbon. PLoS ONE, 4(3), e4999. https://doi.org/10.1371/journal.pone.0004999",,NA,NA,NA
Notamacropus eugenii,Mammalia,Diprotodontia,Macropodidae,8,NA,"Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.","Rom�n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333�1339. https://doi.org/10.1111/jeb.13884",NA,,
Notechis scutatus,Reptilia,Squamata,Elapidae,17,NA,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.",,NA,NA,NA
Nothobranchius furzeri,Actinopterygii,Cyprinodontiformes,Nothobranchiidae,19,NA,"Bulavkina, E. V., Kudryavtsev, A., Goncharova, M. A., Lantsova, M. S., Shuvalova, A. I., Kovalev, M. A., & Kudryavtseva, A. V. (2022). Multifaceted Nothobranchius. Biokhimiya, 87(12-13), 1563–1578. https://doi.org/10.1134/s0006297922120136",,1525.68,"Reichwald, K., C. Lauber, I. Nanda, J. Kirschner, N. Hartmann, S. Schories, U. Gausmann, S. Taudien, M.B. Schilhabel, K. Szafranski, G. Glockner, M. Schmid, A. Cellerino, M. Schartl, C. Englert, and M. Platzer (2009). High tandem repeat content in the genome of the short-lived annual fish Nothobranchius furzeri: a new vertebrate model for aging research. Genome Biology 10: R16.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Nothoprocta perdicaria,Aves,Tinamiformes,Tinamidae,NA,NA,,,NA,NA,NA
Numida meleagris,Aves,Galliformes,Numididae,39,NA,"Venturini, G., R. D'Ambrogi, and E. Capanna (1986). Size and structure of the bird genome. I. DNA content of 48 species of Neognathae.. Comparative Biochemistry and Physiology 85B: 61-65.",,1212.72,"Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic \�engines\� of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: .","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Ochotona princeps,Mammalia,Lagomorpha,Ochotonidae,34,NA,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,NA,,
Octodon degus,Mammalia,Rodentia,Octodontidae,29,NA,"Ruedas, L.A., J.A. Cook, T.L. Yates, and J.W. Bickham (1993). Conservative genome size and rapid chromosomal evolution in the South American tuco-tucos (Rodentia: Ctenomyidae). Genome 36: 449-458.",,4205.4,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. K�hler, and R.L. Honeycutt (2002). Gradual and quantum genome size shifts in the hystricognath rodents. Journal of Evolutionary Biology 16: 163-169.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oncorhynchus kisutch,Actinopterygii,Salmoniformes,Salmonidae,30,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,2542.8,"Johnson, O.W., F.M. Utter, and P.S. Rabinovitch (1987). Interspecies differences in salmonid cellular DNA identified by flow cytometry. Copeia 1987: 1001-1009.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oncorhynchus mykiss,Actinopterygii,Salmoniformes,Salmonidae,30,NA,"Rasch, E.M. (1985). DNA ""standards"" and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York. 137-167",,2630.82,"Krishan, A. P. Dandekar, N. Nathan, R. Hamelik, C. Miller, and J. Shaw (2005). DNA index, genome size, and electronic nuclear volume of vertebrates from the Miami Metro Zoo. Cytometry 65A: 26-34.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oncorhynchus tshawytscha,Actinopterygii,Salmoniformes,Salmonidae,34,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,2396.1,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oreochromis aureus,Actinopterygii,Cichliformes,Cichlidae,22,NA,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae).. Genetica 68: 175-188.",,1183.38,"Majumdar, K.C. and B.J. McAndrew (1986). Relative DNA content of somatic nuclei and chromosomal studies in three genera, Tilapia, Saerodon, and Oreochromis of the tribe Tilapiini (Pisces, Cichlidae).. Genetica 68: 175-188.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oreochromis niloticus,Actinopterygii,Cichliformes,Cichlidae,22,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,968.22,"Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Ornithorhynchus anatinus,Mammalia,Monotremata,Ornithorhynchidae,26,NA,"Bick, Y.A.E. and W.D. Jackson (1967). DNA content of monotremes. Nature 215: 192-193.",,2992.68,"Bick, Y.A.E. and W.D. Jackson (1967). DNA content of monotremes. Nature 215: 192-193.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oryctolagus cuniculus,Mammalia,Lagomorpha,Leporidae,22,NA,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,3188.28,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oryzias javanicus,Actinopterygii,Beloniformes,Adrianichthyidae,24,NA,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,850.86,"Uwa, H. and A. Iwata (1981). Karyotype and cellular DNA content of Oryzias javanicus (Oryziatidae, Pisces). Chromosome Information Service 31: 24-26.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oryzias latipes,Actinopterygii,Beloniformes,Adrianichthyidae,24,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.",,1066.02,"Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com."
Oryzias melastigma,Actinopterygii,Beloniformes,Adrianichthyidae,24,NA,"Uwa, H., Iwamatsu, T., & Saxena, O. P. (1983). Karyotype and Cellular DNA Content of the Indian Ricefish, Oryzias mclastigma. Proceedings of the Japan Academy, Series B, 59(3), 43–47. https://doi.org/10.2183/pjab.59.43",,677,"Kim, H.-S., Lee, B.-Y., Han, J., Jeong, C.-B., Hwang, D.-S., Lee, M.-C., Kang, H.-M., Kim, D.-H., Lee, D., Kim, J., Choi, I.-Y., & Lee, J.-S. (2018). The genome of the marine medaka Oryzias melastigma. Molecular Ecology Resources, 18(3), 656�665. https://doi.org/10.1111/1755-0998.12769",
Oryzias sinensis,Actinopterygii,Beloniformes,Adrianichthyidae,23,NA,"Kim, I.-S., & Kim, S.-Y. (2016). Interspecific Hybridization between Oryzias sinensis and O. latipes from Korea. Korean Journal of Ichthyology, 5(1), 113–121. https://koreascience.kr/article/JAKO199327236818670.page",,NA,,
Otolemur garnettii,Mammalia,Primates,Galagidae,NA,31,"Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.","Rom�n?Palacios, C., Medina, C. A., Zhan, S. H., & Barker, M. S. (2021). Animal chromosome counts reveal a similar range of chromosome numbers but with less polyploidy in animals compared to flowering plants. Journal of Evolutionary Biology, 34(8), 1333�1339. https://doi.org/10.1111/jeb.13884",NA,NA,NA
